Location,Latitude,Longitude,AircraftId,Date,Origin,Destination,DepartureAEST,ArrivalAEST
Brisbane,-27.3739966,153.1226313,FD467,7/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),20:54:00,21:23:00
Brisbane,-27.3739966,153.1226313,FD467,10/7/2022,Brisbane (BNE / YBBN),Maungindi (YMGI),17:09:00,17:37:00
Brisbane,-27.3739966,153.1226313,FD489,6/7/2022,Brisbane (BNE / YBBN),Blackwater (BLT / YBTR),19:23:00,19:53:00
Brisbane,-27.3739966,153.1226313,FD425,10/7/2022,Brisbane (BNE / YBBN),Gayndah (GAH / YGAY),19:12:00,19:38:00
Brisbane,-27.3739966,153.1226313,FD425,7/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),16:24:00,16:51:00
Brisbane,-27.3739966,153.1226313,FD425,6/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),20:07:00,20:34:00
Brisbane,-27.3739966,153.1226313,FD427,9/7/2022,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),12:36:00,13:03:00
Brisbane,-27.3739966,153.1226313,FD467,14/7/2022,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),11:50:00,12:16:00
Brisbane,-27.3739966,153.1226313,FD449,8/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),17:25:00,17:54:00
Brisbane,-27.3739966,153.1226313,FD456,11/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),16:10:00,16:39:00
Brisbane,-27.3739966,153.1226313,FD480,15/7/2022,Brisbane (BNE / YBBN),Townsville (TSV / YBTL),12:50:00,13:21:00
Brisbane,-27.3739966,153.1226313,FD425,17/7/2022,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),00:11:00,00:37:00
Brisbane,-27.3739966,153.1226313,FD449,5/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),06:41:00,07:11:00
Brisbane,-27.3739966,153.1226313,FD456,6/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),19:04:00,19:33:00
Brisbane,-27.3739966,153.1226313,FD427,11/7/2022,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),23:14:00,23:41:00
Brisbane,-27.3739966,153.1226313,FD456,5/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),15:50:00,16:20:00
Brisbane,-27.3739966,153.1226313,FD480,5/7/2022,Brisbane (BNE / YBBN),Townsville (TSV / YBTL),08:44:00,09:15:00
Brisbane,-27.3739966,153.1226313,FD478,12/7/2022,Brisbane (BNE / YBBN),Brisbane (BNE / YBBN),20:16:00,20:42:00
Brisbane,-27.3739966,153.1226313,FD427,13/7/2022,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),17:18:00,17:44:00
Brisbane,-27.3739966,153.1226313,FD425,12/7/2022,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),23:11:00,23:38:00
Brisbane,-27.3739966,153.1226313,FD478,16/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),13:08:00,13:37:00
Brisbane,-27.3739966,153.1226313,FD478,4/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),18:59:00,19:27:00
Brisbane,-27.3739966,153.1226313,FD423,10/7/2022,Brisbane (BNE / YBBN),Townsville (TSV / YBTL),08:05:00,08:36:00
Brisbane,-27.3739966,153.1226313,FD467,16/7/2022,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),00:44:00,01:10:00
Brisbane,-27.3739966,153.1226313,FD427,13/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),08:14:00,08:41:00
Brisbane,-27.3739966,153.1226313,FD427,12/7/2022,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),18:28:00,18:54:00
Brisbane,-27.3739966,153.1226313,FD456,6/7/2022,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),19:18:00,19:47:00
Brisbane,-27.3739966,153.1226313,FD427,17/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),12:03:00,12:32:00
Brisbane,-27.3739966,153.1226313,FD478,13/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),05:07:00,05:36:00
Brisbane,-27.3739966,153.1226313,FD478,3/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),12:12:00,12:40:00
Brisbane,-27.3739966,153.1226313,FD425,17/7/2022,Brisbane (BNE / YBBN),Maryborough (MBH / YMYB),03:29:00,03:55:00
Brisbane,-27.3739966,153.1226313,FD467,18/7/2022,Brisbane (BNE / YBBN),Emerald (EMD / YEML),11:27:00,11:58:00
Broome,-17.9472338,122.2323986,FD623,15/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),15:58:00,16:30:00
Broome,-17.9472338,122.2323986,FD630J,15/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),11:07:00,11:41:00
Broome,-17.9472338,122.2323986,FD607,8/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),15:46:00,16:18:00
Broome,-17.9472338,122.2323986,FD624J,16/7/2022,Broome (BME / YBRM),Karratha (KTA / YPKA),22:22:00,22:55:00
Broome,-17.9472338,122.2323986,FD609,12/7/2022,Broome (BME / YBRM),Beagle Bay Community (YBGB),08:19:00,08:51:00
Broome,-17.9472338,122.2323986,FD624J,17/7/2022,Broome (BME / YBRM),Port Hedland (PHE / YPPD),14:43:00,15:15:00
Broome,-17.9472338,122.2323986,FD607,12/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),21:28:00,22:01:00
Broome,-17.9472338,122.2323986,FD624J,4/7/2022,Broome (BME / YBRM),Karratha (KTA / YPKA),11:39:00,12:12:00
Broome,-17.9472338,122.2323986,FD624J,10/7/2022,Broome (BME / YBRM),Karratha (KTA / YPKA),20:12:00,20:45:00
Broome,-17.9472338,122.2323986,FD629,14/7/2022,Broome (BME / YBRM),Meekatharra (MKR / YMEK),13:28:00,14:02:00
Broome,-17.9472338,122.2323986,FD624J,8/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),03:27:00,04:01:00
Broome,-17.9472338,122.2323986,FD624J,5/7/2022,Broome (BME / YBRM),Port Hedland (PHE / YPPD),12:06:00,12:38:00
Broome,-17.9472338,122.2323986,FD607,9/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),02:22:00,02:54:00
Broome,-17.9472338,122.2323986,FD629,17/7/2022,Broome (BME / YBRM),Mornington Stn (YMNT),11:40:00,12:13:00
Broome,-17.9472338,122.2323986,FD609,5/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),12:54:00,13:26:00
Broome,-17.9472338,122.2323986,FD629,14/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),21:51:00,22:24:00
Broome,-17.9472338,122.2323986,FD607,6/7/2022,Broome (BME / YBRM),Broome (BME / YBRM),17:54:00,18:26:00
Broome,-17.9472338,122.2323986,FD629,16/7/2022,Broome (BME / YBRM),Ginbata (GBW / YGIA),18:14:00,18:48:00
Broome,-17.9472338,122.2323986,FD609,10/7/2022,Broome (BME / YBRM),Karratha (KTA / YPKA),03:51:00,04:25:00
Broome,-17.9472338,122.2323986,FD609,17/7/2022,Broome (BME / YBRM),Broome (BME / YBRM),08:56:00,09:30:00
Broome,-17.9472338,122.2323986,FD607,4/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),14:05:00,14:37:00
Broome,-17.9472338,122.2323986,FD607,11/7/2022,Broome (BME / YBRM),Nullagine (YNUL),11:32:00,12:05:00
Broome,-17.9472338,122.2323986,FD630J,5/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),08:11:00,08:45:00
Broome,-17.9472338,122.2323986,FD629,16/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),17:05:00,17:38:00
Broome,-17.9472338,122.2323986,FD629,17/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),17:14:00,17:47:00
Broome,-17.9472338,122.2323986,FD623,15/7/2022,Broome (BME / YBRM),Mitchell Plateau (YMIP),21:08:00,21:41:00
Broome,-17.9472338,122.2323986,FD624J,16/7/2022,Broome (BME / YBRM),Port Hedland (PHE / YPPD),15:27:00,15:59:00
Broome,-17.9472338,122.2323986,FD630J,14/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),16:46:00,17:20:00
Broome,-17.9472338,122.2323986,FD609,5/7/2022,Broome (BME / YBRM),Halls Creek (HCQ / YHLC),15:16:00,15:49:00
Broome,-17.9472338,122.2323986,FD607,8/7/2022,Broome (BME / YBRM),One Arm Point (YOAP),14:01:00,14:34:00
Broome,-17.9472338,122.2323986,FD629,18/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),12:14:00,12:46:00
Broome,-17.9472338,122.2323986,FD607,10/7/2022,Broome (BME / YBRM),Kununurra (KNX / YPKU),18:39:00,19:13:00
Broome,-17.9472338,122.2323986,FD624J,6/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),17:22:00,17:54:00
Broome,-17.9472338,122.2323986,FD609,11/7/2022,Broome (BME / YBRM),Karratha (KTA / YPKA),16:55:00,17:29:00
Broome,-17.9472338,122.2323986,FD609,15/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),19:51:00,20:23:00
Broome,-17.9472338,122.2323986,FD607,13/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),00:24:00,00:59:00
Broome,-17.9472338,122.2323986,FD630J,12/7/2022,Broome (BME / YBRM),Karratha (KTA / YPKA),11:37:00,12:10:00
Broome,-17.9472338,122.2323986,FD629,16/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),11:55:00,12:28:00
Broome,-17.9472338,122.2323986,FD607,7/7/2022,Broome (BME / YBRM),Billiluna (YBIL),23:00:00,23:34:00
Broome,-17.9472338,122.2323986,FD607,6/7/2022,Broome (BME / YBRM),Halls Creek (HCQ / YHLC),09:11:00,09:44:00
Broome,-17.9472338,122.2323986,FD629,16/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),18:15:00,18:47:00
Broome,-17.9472338,122.2323986,FD624J,8/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),08:18:00,08:52:00
Broome,-17.9472338,122.2323986,FD607,7/7/2022,Broome (BME / YBRM),Broome (BME / YBRM),18:04:00,18:36:00
Broome,-17.9472338,122.2323986,FD607,5/7/2022,Broome (BME / YBRM),Kununurra (KNX / YPKU),09:16:00,09:50:00
Broome,-17.9472338,122.2323986,FD607,5/7/2022,Broome (BME / YBRM),Mount Barnet (YBAN),21:14:00,21:47:00
Broome,-17.9472338,122.2323986,FD624J,7/7/2022,Broome (BME / YBRM),Broome (BME / YBRM),05:12:00,05:44:00
Broome,-17.9472338,122.2323986,FD624J,17/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),18:13:00,18:47:00
Broome,-17.9472338,122.2323986,FD607,11/7/2022,Broome (BME / YBRM),Kununurra (KNX / YPKU),17:24:00,17:58:00
Broome,-17.9472338,122.2323986,FD607,12/7/2022,Broome (BME / YBRM),Kalumburu (UBU / YKAL),11:29:00,12:02:00
Bundaberg,-24.8955752,152.3197715,FD478,4/7/2022,Bundaberg (BDB / YBUD),Rockhampton (ROK / YBRK),13:25:00,14:01:00
Bundaberg,-24.8955752,152.3197715,FD425,10/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),14:15:00,14:51:00
Bundaberg,-24.8955752,152.3197715,FD425,14/7/2022,Bundaberg (BDB / YBUD),Moura (YMOU),08:05:00,08:40:00
Bundaberg,-24.8955752,152.3197715,FD478,5/7/2022,Bundaberg (BDB / YBUD),Longreach (YLRE),00:28:00,01:04:00
Bundaberg,-24.8955752,152.3197715,FD425,15/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),08:39:00,09:14:00
Bundaberg,-24.8955752,152.3197715,FD467,13/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),12:17:00,12:52:00
Bundaberg,-24.8955752,152.3197715,FD425,15/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),10:33:00,11:09:00
Bundaberg,-24.8955752,152.3197715,FD425,17/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),13:47:00,14:22:00
Bundaberg,-24.8955752,152.3197715,FD425,7/7/2022,Bundaberg (BDB / YBUD),Maryborough (MBH / YMYB),10:50:00,11:25:00
Bundaberg,-24.8955752,152.3197715,FD425,9/7/2022,Bundaberg (BDB / YBUD),Gladstone (GLT / YGLA),20:39:00,21:14:00
Bundaberg,-24.8955752,152.3197715,FD449,14/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),15:51:00,16:27:00
Bundaberg,-24.8955752,152.3197715,FD449,11/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),01:18:00,01:54:00
Bundaberg,-24.8955752,152.3197715,FD449,13/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),09:57:00,10:32:00
Bundaberg,-24.8955752,152.3197715,FD425,10/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),21:04:00,21:39:00
Bundaberg,-24.8955752,152.3197715,FD489,7/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),00:09:00,00:44:00
Bundaberg,-24.8955752,152.3197715,FD456,15/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),16:08:00,16:44:00
Bundaberg,-24.8955752,152.3197715,FD478,3/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),16:54:00,17:29:00
Bundaberg,-24.8955752,152.3197715,FD425,8/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),12:00:00,12:36:00
Bundaberg,-24.8955752,152.3197715,FD449,8/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),14:45:00,15:20:00
Bundaberg,-24.8955752,152.3197715,FD478,6/7/2022,Bundaberg (BDB / YBUD),Emerald (EMD / YEML),10:42:00,11:18:00
Bundaberg,-24.8955752,152.3197715,FD425,16/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),19:19:00,19:54:00
Bundaberg,-24.8955752,152.3197715,FD425,7/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),01:22:00,01:58:00
Bundaberg,-24.8955752,152.3197715,FD425,8/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),23:35:00,00:11:00
Bundaberg,-24.8955752,152.3197715,FD425,17/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),13:50:00,14:26:00
Bundaberg,-24.8955752,152.3197715,FD478,4/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),22:24:00,22:59:00
Bundaberg,-24.8955752,152.3197715,FD425,6/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),15:55:00,16:31:00
Bundaberg,-24.8955752,152.3197715,FD425,11/7/2022,Bundaberg (BDB / YBUD),Kingaroy (KGY / YKRY),12:51:00,13:26:00
Bundaberg,-24.8955752,152.3197715,FD467,10/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),19:02:00,19:38:00
Bundaberg,-24.8955752,152.3197715,FD425,11/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),22:50:00,23:25:00
Bundaberg,-24.8955752,152.3197715,FD425,12/7/2022,Bundaberg (BDB / YBUD),Gladstone (GLT / YGLA),08:06:00,08:41:00
Bundaberg,-24.8955752,152.3197715,FD425,9/7/2022,Bundaberg (BDB / YBUD),Dalby (DBY / YDAY),21:17:00,21:53:00
Bundaberg,-24.8955752,152.3197715,FD425,15/7/2022,Bundaberg (BDB / YBUD),Gayndah (GAH / YGAY),19:00:00,19:35:00
Bundaberg,-24.8955752,152.3197715,FD425,12/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),22:57:00,23:32:00
Bundaberg,-24.8955752,152.3197715,FD425,14/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),15:44:00,16:20:00
Bundaberg,-24.8955752,152.3197715,FD425,14/7/2022,Bundaberg (BDB / YBUD),Maroochydore/Sunshine Coast (MCY / YBSU),16:06:00,16:41:00
Bundaberg,-24.8955752,152.3197715,FD425,16/7/2022,Bundaberg (BDB / YBUD),Rockhampton (ROK / YBRK),14:45:00,15:20:00
Bundaberg,-24.8955752,152.3197715,FD478,4/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),18:54:00,19:29:00
Bundaberg,-24.8955752,152.3197715,FD427,13/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),21:34:00,22:10:00
Bundaberg,-24.8955752,152.3197715,FD425,15/7/2022,Bundaberg (BDB / YBUD),Bundaberg (BDB / YBUD),23:11:00,23:46:00
Bundaberg,-24.8955752,152.3197715,FD425,7/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),01:35:00,02:11:00
Bundaberg,-24.8955752,152.3197715,FD425,5/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),22:38:00,23:14:00
Bundaberg,-24.8955752,152.3197715,FD427,13/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),13:51:00,14:26:00
Bundaberg,-24.8955752,152.3197715,FD425,13/7/2022,Bundaberg (BDB / YBUD),Monto (YMTO),19:27:00,20:02:00
Cairns,-16.8818417,145.7480658,FD423,18/7/2022,Cairns (CNS / YBCS),Weipa (WEI / YBWP),07:06:00,07:43:00
Cairns,-16.8818417,145.7480658,FD423,10/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),01:20:00,01:57:00
Cairns,-16.8818417,145.7480658,FD423,7/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),12:04:00,12:41:00
Cairns,-16.8818417,145.7480658,FD489,11/7/2022,Cairns (CNS / YBCS),Croydon (YCRY),17:55:00,18:32:00
Cairns,-16.8818417,145.7480658,FD489,16/7/2022,Cairns (CNS / YBCS),Weipa (WEI / YBWP),10:48:00,11:25:00
Cairns,-16.8818417,145.7480658,FD489,17/7/2022,Cairns (CNS / YBCS),Skardon River (YSKR),13:28:00,14:05:00
Cairns,-16.8818417,145.7480658,FD489,11/7/2022,Cairns (CNS / YBCS),Pormpuraaw (EDR / YPMP),14:28:00,15:05:00
Cairns,-16.8818417,145.7480658,FD423,15/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),21:37:00,22:14:00
Cairns,-16.8818417,145.7480658,FD423,15/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),19:40:00,20:17:00
Cairns,-16.8818417,145.7480658,FD423,12/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),11:00:00,11:37:00
Cairns,-16.8818417,145.7480658,FD480,9/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),15:28:00,16:05:00
Cairns,-16.8818417,145.7480658,FD489,15/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),10:06:00,10:43:00
Cairns,-16.8818417,145.7480658,FD480,7/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),13:33:00,14:10:00
Cairns,-16.8818417,145.7480658,FD423,18/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),21:42:00,22:19:00
Cairns,-16.8818417,145.7480658,FD489,16/7/2022,Cairns (CNS / YBCS),Horn Island (YHID),21:16:00,21:53:00
Cairns,-16.8818417,145.7480658,FD489,18/7/2022,Cairns (CNS / YBCS),Northern Peninsula (ABM / YNPE),20:05:00,20:42:00
Cairns,-16.8818417,145.7480658,FD423,13/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),21:31:00,22:08:00
Cairns,-16.8818417,145.7480658,FD423,13/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),07:17:00,07:54:00
Cairns,-16.8818417,145.7480658,FD489,15/7/2022,Cairns (CNS / YBCS),Kowanyama (KWM / YKOW),11:34:00,12:11:00
Cairns,-16.8818417,145.7480658,FD423,18/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),16:07:00,16:44:00
Cairns,-16.8818417,145.7480658,FD489,17/7/2022,Cairns (CNS / YBCS),Kowanyama (KWM / YKOW),17:55:00,18:32:00
Cairns,-16.8818417,145.7480658,FD480,11/7/2022,Cairns (CNS / YBCS),Brisbane (BNE / YBBN),12:28:00,13:05:00
Cairns,-16.8818417,145.7480658,FD480,6/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),14:03:00,14:39:00
Cairns,-16.8818417,145.7480658,FD423,17/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),16:01:00,16:38:00
Cairns,-16.8818417,145.7480658,FD489,18/7/2022,Cairns (CNS / YBCS),Aurukun (AUU / YAUR),18:59:00,19:36:00
Cairns,-16.8818417,145.7480658,FD423,12/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),20:40:00,21:17:00
Cairns,-16.8818417,145.7480658,FD480,10/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),20:39:00,21:16:00
Cairns,-16.8818417,145.7480658,FD423,15/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),22:40:00,23:17:00
Charleville,-26.4182437,146.2572261,FD493,8/7/2022,Charleville (CTL / YBCV),Toowoomba (YTWB),14:36:00,15:15:00
Charleville,-26.4182437,146.2572261,FD493,15/7/2022,Charleville (CTL / YBCV),Yowah (YYWA),21:28:00,22:07:00
Charleville,-26.4182437,146.2572261,FD493,4/7/2022,Charleville (CTL / YBCV),Dirranbandi (DRN / YDBI),14:02:00,14:41:00
Charleville,-26.4182437,146.2572261,FD493,14/7/2022,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),13:35:00,14:14:00
Charleville,-26.4182437,146.2572261,FD493,5/7/2022,Charleville (CTL / YBCV),Jundah (JUN / YJDA),08:43:00,09:22:00
Charleville,-26.4182437,146.2572261,FD493,8/7/2022,Charleville (CTL / YBCV),Eulo (YEUO),20:50:00,21:29:00
Charleville,-26.4182437,146.2572261,FD493,12/7/2022,Charleville (CTL / YBCV),Windorah (WNR / YWDH),12:56:00,13:35:00
Charleville,-26.4182437,146.2572261,FD493,17/7/2022,Charleville (CTL / YBCV),Roma (RMA / YROM),22:24:00,23:02:00
Charleville,-26.4182437,146.2572261,FD493,13/7/2022,Charleville (CTL / YBCV),Saint George (SGO / YSGE),00:17:00,00:56:00
Charleville,-26.4182437,146.2572261,FD493,17/7/2022,Charleville (CTL / YBCV),Brisbane (BNE / YBBN),06:10:00,06:49:00
Charleville,-26.4182437,146.2572261,FD493,7/7/2022,Charleville (CTL / YBCV),Birdsville (BVI / YBDV),00:19:00,00:58:00
Charleville,-26.4182437,146.2572261,FD493,9/7/2022,Charleville (CTL / YBCV),Cunnamulla (CMA / YCMU),19:30:00,20:08:00
Charleville,-26.4182437,146.2572261,FD493,16/7/2022,Charleville (CTL / YBCV),Blackall (BKQ / YBCK),20:15:00,20:54:00
Charleville,-26.4182437,146.2572261,FD493,14/7/2022,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),15:30:00,16:09:00
Charleville,-26.4182437,146.2572261,FD493,10/7/2022,Charleville (CTL / YBCV),Toowoomba (YTWB),01:19:00,01:58:00
Charleville,-26.4182437,146.2572261,FD427,14/7/2022,Charleville (CTL / YBCV),Wellcamp Airport (WTB / YBWW),16:31:00,17:10:00
Charleville,-26.4182437,146.2572261,FD493,7/7/2022,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),14:03:00,14:42:00
Charleville,-26.4182437,146.2572261,FD493,15/7/2022,Charleville (CTL / YBCV),Birdsville (BVI / YBDV),19:40:00,20:19:00
Charleville,-26.4182437,146.2572261,FD493,10/7/2022,Charleville (CTL / YBCV),Cunnamulla (CMA / YCMU),18:35:00,19:13:00
Charleville,-26.4182437,146.2572261,FD493,11/7/2022,Charleville (CTL / YBCV),Toowoomba (YTWB),10:55:00,11:34:00
Charleville,-26.4182437,146.2572261,FD493,14/7/2022,Charleville (CTL / YBCV),Miles Airport (WLE / YMLS),15:35:00,16:14:00
Darwin,-12.409959,130.8843271,FD874,8/7/2022,Darwin (DRW / YPDN),Elcho Island (ELC / YELD),16:39:00,17:19:00
Darwin,-12.409959,130.8843271,FD874,11/7/2022,Darwin (DRW / YPDN),Darwin (DRW / YPDN),07:40:00,08:21:00
Darwin,-12.409959,130.8843271,FD874,14/7/2022,Darwin (DRW / YPDN),Bathurst Island (BRT / YBTI),16:22:00,17:02:00
Darwin,-12.409959,130.8843271,FD874,5/7/2022,Darwin (DRW / YPDN),Snake Bay (SNB / YSNK),07:36:00,08:16:00
Darwin,-12.409959,130.8843271,FD874,15/7/2022,Darwin (DRW / YPDN),Maningrida (MNG / YMGD),18:04:00,18:44:00
Darwin,-12.409959,130.8843271,FD874,5/7/2022,Darwin (DRW / YPDN),Kalkgurung (KFG / YKKG),16:39:00,17:19:00
Darwin,-12.409959,130.8843271,FD849,18/7/2022,Darwin (DRW / YPDN),Tennant Creek (TCA / YTNK),20:20:00,21:00:00
Darwin,-12.409959,130.8843271,FD607,5/7/2022,Darwin (DRW / YPDN),Broome (BME / YBRM),13:53:00,14:34:00
Darwin,-12.409959,130.8843271,FD874,13/7/2022,Darwin (DRW / YPDN),RAAF Tindal (KTR / YPTN),15:15:00,15:55:00
Darwin,-12.409959,130.8843271,FD874,12/7/2022,Darwin (DRW / YPDN),Garden Point (GPN / YGPT),11:56:00,12:36:00
Darwin,-12.409959,130.8843271,FD874,6/7/2022,Darwin (DRW / YPDN),Snake Bay (SNB / YSNK),17:46:00,18:26:00
Dubbo,-32.21630507,148.5713217,FD213,14/7/2022,Dubbo (DBO / YSDU),Bankstown (BWU / YSBK),23:49:00,00:31:00
Dubbo,-32.21630507,148.5713217,FD211,5/7/2022,Dubbo (DBO / YSDU),Lightning Ridge (LHG / YLRD),10:00:00,10:41:00
Dubbo,-32.21630507,148.5713217,FD211,8/7/2022,Dubbo (DBO / YSDU),Collarenebri (CRB / YCBR),08:11:00,08:52:00
Dubbo,-32.21630507,148.5713217,FD213,17/7/2022,Dubbo (DBO / YSDU),Wagga Wagga (WGA / YSWG),10:12:00,10:54:00
Dubbo,-32.21630507,148.5713217,FD211,18/7/2022,Dubbo (DBO / YSDU),Lightning Ridge (LHG / YLRD),11:21:00,12:02:00
Dubbo,-32.21630507,148.5713217,FD213,16/7/2022,Dubbo (DBO / YSDU),Walgett (WGE / YWLG),08:18:00,08:59:00
Dubbo,-32.21630507,148.5713217,FD213,6/7/2022,Dubbo (DBO / YSDU),Broken Hill (BHQ / YBHI),15:03:00,15:45:00
Dubbo,-32.21630507,148.5713217,FD211,11/7/2022,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),20:18:00,21:00:00
Dubbo,-32.21630507,148.5713217,FD211,6/7/2022,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),17:20:00,18:01:00
Dubbo,-32.21630507,148.5713217,FD213,7/7/2022,Dubbo (DBO / YSDU),Brewarrina (BWQ / YBRW),09:05:00,09:46:00
Dubbo,-32.21630507,148.5713217,FD211,14/7/2022,Dubbo (DBO / YSDU),Brewarrina (BWQ / YBRW),19:34:00,20:15:00
Dubbo,-32.21630507,148.5713217,FD213,12/7/2022,Dubbo (DBO / YSDU),Mudgee (DGE / YMDG),13:29:00,14:10:00
Dubbo,-32.21630507,148.5713217,FD211,7/7/2022,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),17:27:00,18:09:00
