AircraftId,Date,Origin,Destination,DepartureAEST,ArrivalAEST
FD493,14/7/2022,Brisbane (BNE / YBBN),Charleville (CTL / YBCV),2:44 am,3:14 am
FD493,14/7/2022,Warwick (WAZ / YWCK),Brisbane (BNE / YBBN),5:13 am,7:34 am
FD601,14/7/2022,Kalgoorlie-Boulder (KGI / YPKG),Esperance (EPR / YESP),7:25 am,8:16 am
FD534,14/7/2022,Kadina (YKDI),Adelaide (ADL / YPAD),7:35 am,8:25 am
FD534,14/7/2022,Kingscote (KGC / YKSC),Adelaide (ADL / YPAD),7:45 am,8:38 am
FD480,14/7/2022,Townsville (TSV / YBTL),Mackay (MKY / YBMK),7:48 am,9:40 am
FD596,14/7/2022,Kingston (YKIG),Adelaide (ADL / YPAD),7:49 am,8:42 am
FD425,14/7/2022,Bundaberg (BDB / YBUD),Moura (YMOU),8:05 am,8:40 am
FD423,14/7/2022,Townsville (TSV / YBTL),Mount Isa (ISA / YBMA),8:14 am,10:26 am
FD629,14/7/2022,Jandakot (JAD / YPJT),Bunbury (BUY / YBUN),8:26 am,9:12 am
FD480,14/7/2022,Proserpine / Whitsunday Coast (PPP / YBPN),Townsville (TSV / YBTL),9:33 am,10:53 am
FD601,14/7/2022,Esperance (EPR / YESP),Jandakot (JAD / YPJT),10:37 am,11:20 am
FD601,14/7/2022,Southern Cross (SQC / YSCR),Jandakot (JAD / YPJT),10:40 am,12:13 pm
FD427,14/7/2022,Brisbane (BNE / YBBN),Gladstone (GLT / YGLA),11:01 am,11:29 am
FD534,14/7/2022,Adelaide (ADL / YPAD),Naracoorte (NAC / YNRC),11:16 am,11:32 am
FD423,14/7/2022,Mount Isa (ISA / YBMA),Townsville (TSV / YBTL),11:28 am,12:33 pm
FD493,14/7/2022,Kingaroy (KGY / YKRY),Toowoomba (YTWB),11:33 am,12:25 pm
FD425,14/7/2022,Gayndah (GAH / YGAY),Bundaberg (BDB / YBUD),11:37 am,12:20 pm
FD213,14/7/2022,Bankstown (BWU / YSBK),Dubbo (DBO / YSDU),11:39 am,12:02 pm
FD467,14/7/2022,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),11:50 am,12:16 pm
FD629,14/7/2022,Fitzroy Crossing (FIZ / YFTZ),Broome (BME / YBRM),11:50 am,12:33 pm
FD623,14/7/2022,Jandakot (JAD / YPJT),Broome (BME / YBRM),11:56 am,12:45 pm
FD543,14/7/2022,Ernabella (ERB / YERN),Marree (YMRE),12:20 pm,1:03 pm
FD630J,14/7/2022,Jandakot (JAD / YPJT),Geraldton (GET / YGEL),12:22 pm,1:08 pm
FD493,14/7/2022,Miles Airport (WLE / YMLS),Toowoomba (YTWB),12:38 pm,1:37 pm
FD427,14/7/2022,Wellcamp Airport (WTB / YBWW),Charleville (CTL / YBCV),12:41 pm,3:08 pm
FD480,14/7/2022,Mackay (MKY / YBMK),Proserpine / Whitsunday Coast (PPP / YBPN),12:46 pm,1:41 pm
FD478,14/7/2022,Moura (YMOU),Rockhampton (ROK / YBRK),12:51 pm,1:57 pm
FD416,14/7/2022,Boulia (BQL / YBOU),Mount Isa (ISA / YBMA),12:53 pm,1:17 pm
FD456,14/7/2022,Rockhampton (ROK / YBRK),Maroochydore/Sunshine Coast (MCY / YBSU),1:00 pm,2:28 pm
FD480,14/7/2022,Townsville (TSV / YBTL),Mackay (MKY / YBMK),1:04 pm,2:56 pm
FD630J,14/7/2022,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),1:07 pm,1:50 pm
FD493,14/7/2022,Toowoomba (YTWB),Charleville (CTL / YBCV),1:23 pm,3:09 pm
FD629,14/7/2022,Broome (BME / YBRM),Meekatharra (MKR / YMEK),1:28 pm,2:02 pm
FD543,14/7/2022,Port Augusta (PUG / YPAG),Marree (YMRE),1:34 pm,2:47 pm
FD493,14/7/2022,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),1:35 pm,2:14 pm
FD467,14/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),1:42 pm,3:11 pm
FD629,14/7/2022,Meekatharra (MKR / YMEK),Broome (BME / YBRM),1:51 pm,2:49 pm
FD849,14/7/2022,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),2:25 pm,2:46 pm
FD449,14/7/2022,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),2:27 pm,3:52 pm
FD478,14/7/2022,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),2:29 pm,3:11 pm
FD449,14/7/2022,Brisbane (BNE / YBBN),Emerald (EMD / YEML),2:32 pm,3:02 pm
FD449,14/7/2022,Brisbane (BNE / YBBN),Emerald (EMD / YEML),2:48 pm,3:18 pm
FD608,14/7/2022,Port Hedland (PHE / YPPD),RAAF Learmonth (LEA / YPLM),2:59 pm,4:14 pm
FD596,14/7/2022,Adelaide (ADL / YPAD),Kingston (YKIG),3:07 pm,3:18 pm
FD543,14/7/2022,Marree (YMRE),Ernabella (ERB / YERN),3:12 pm,4:08 pm
FD478,14/7/2022,Rockhampton (ROK / YBRK),Moura (YMOU),3:28 pm,4:51 pm
FD493,14/7/2022,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),3:30 pm,4:09 pm
FD493,14/7/2022,Charleville (CTL / YBCV),Miles Airport (WLE / YMLS),3:35 pm,4:14 pm
FD425,14/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),3:44 pm,4:20 pm
FD449,14/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),3:51 pm,4:27 pm
FD478,14/7/2022,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),3:57 pm,5:21 pm
FD534,14/7/2022,Naracoorte (NAC / YNRC),Adelaide (ADL / YPAD),4:04 pm,5:10 pm
FD425,14/7/2022,Bundaberg (BDB / YBUD),Maroochydore/Sunshine Coast (MCY / YBSU),4:06 pm,4:41 pm
FD423,14/7/2022,Normanton (YNTN),Townsville (TSV / YBTL),4:12 pm,5:21 pm
FD248,14/7/2022,White Cliffs (YWHC),Broken Hill (BHQ / YBHI),4:12 pm,6:46 pm
FD874,14/7/2022,Darwin (DRW / YPDN),Bathurst Island (BRT / YBTI),4:22 pm,5:02 pm
FD493,14/7/2022,Thargomindah (XTG / YTGM),Charleville (CTL / YBCV),4:22 pm,6:03 pm
FD211,14/7/2022,Brewarrina (BWQ / YBRW),Dubbo (DBO / YSDU),4:31 pm,4:56 pm
FD427,14/7/2022,Charleville (CTL / YBCV),Wellcamp Airport (WTB / YBWW),4:31 pm,5:10 pm
FD248,14/7/2022,Adelaide (ADL / YPAD),White Cliffs (YWHC),4:34 pm,4:52 pm
FD630J,14/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),4:46 pm,5:20 pm
FD534,14/7/2022,Port Pirie (PPI / YPIR),Kingscote (KGC / YKSC),5:12 pm,6:32 pm
FD608,14/7/2022,RAAF Learmonth (LEA / YPLM),Jandakot (JAD / YPJT),5:21 pm,6:42 pm
FD629,14/7/2022,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),5:22 pm,6:10 pm
FD630J,14/7/2022,Jandakot (JAD / YPJT),Broome (BME / YBRM),5:30 pm,6:19 pm
FD425,14/7/2022,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),5:47 pm,7:11 pm
FD416,14/7/2022,Mount Isa (ISA / YBMA),Boulia (BQL / YBOU),5:53 pm,6:56 pm
FD456,14/7/2022,Maroochydore/Sunshine Coast (MCY / YBSU),Longreach (YLRE),6:16 pm,7:12 pm
FD248,14/7/2022,Broken Hill (BHQ / YBHI),Adelaide (ADL / YPAD),6:17 pm,6:48 pm
FD425,14/7/2022,Maroochydore/Sunshine Coast (MCY / YBSU),Gayndah (GAH / YGAY),6:38 pm,7:34 pm
FD596,14/7/2022,Mount Gambier (MGB / YMTG),Adelaide (ADL / YPAD),6:38 pm,7:40 pm
FD449,14/7/2022,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),6:39 pm,7:21 pm
FD596,14/7/2022,Port Pirie (PPI / YPIR),Adelaide (ADL / YPAD),6:48 pm,8:07 pm
FD467,14/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),6:53 pm,7:22 pm
FD596,14/7/2022,Adelaide (ADL / YPAD),Adelaide (ADL / YPAD),6:58 pm,6:58 pm
FD211,14/7/2022,Dubbo (DBO / YSDU),Brewarrina (BWQ / YBRW),7:34 pm,8:15 pm
FD608,14/7/2022,Jandakot (JAD / YPJT),Port Hedland (PHE / YPPD),8:14 pm,9:03 pm
FD534,14/7/2022,Adelaide (ADL / YPAD),Port Lincoln (PLO / YPLC),8:39 pm,8:53 pm
FD425,14/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),8:56 pm,9:22 pm
FD456,14/7/2022,Longreach (YLRE),Rockhampton (ROK / YBRK),9:05 pm,10:00 pm
FD849,14/7/2022,Ayers Rock (AYQ / YAYE),Alice Springs (ASP / YBAS),9:30 pm,9:53 pm
FD596,14/7/2022,Adelaide (ADL / YPAD),Port Pirie (PPI / YPIR),9:40 pm,9:47 pm
FD629,14/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),9:51 pm,10:24 pm
FD601,14/7/2022,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),10:12 pm,10:59 pm
FD629,14/7/2022,Bunbury (BUY / YBUN),Jandakot (JAD / YPJT),10:18 pm,10:53 pm
FD856,14/7/2022,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),10:37 pm,10:58 pm
FD423,14/7/2022,Mackay (MKY / YBMK),Townsville (TSV / YBTL),10:50 pm,11:45 pm
FD874,14/7/2022,Bathurst Island (BRT / YBTI),Darwin (DRW / YPDN),11:00 pm,11:23 pm
FD493,14/7/2022,Thargomindah (XTG / YTGM),Charleville (CTL / YBCV),11:06 pm,12:47 am
FD543,14/7/2022,Marree (YMRE),Port Augusta (PUG / YPAG),11:12 pm,12:08 am
FD425,14/7/2022,Moura (YMOU),Rockhampton (ROK / YBRK),11:23 pm,12:29 am
FD213,14/7/2022,Dubbo (DBO / YSDU),Bankstown (BWU / YSBK),11:49 pm,12:31 am
FD467,14/7/2022,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),11:55 pm,12:40 am
FD427,14/7/2022,Wellcamp Airport (WTB / YBWW),Brisbane (BNE / YBBN),11:56 pm,2:21 am
FD534,15/7/2022,Adelaide (ADL / YPAD),Whyalla (WYA / YWHA),12:16 am,12:31 am
FD423,15/7/2022,Mackay (MKY / YBMK),Townsville (TSV / YBTL),12:16 am,1:11 am
FD608,15/7/2022,Solomon (SLJ / YSOL),Port Hedland (PHE / YPPD),12:54 am,2:27 am
FD623,15/7/2022,Mitchell Plateau (YMIP),Lagrange Bay (YLGB),12:56 am,1:55 am
FD530,15/7/2022,Port Pirie (PPI / YPIR),Adelaide (ADL / YPAD),12:57 am,2:16 am
FD624J,15/7/2022,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),1:04 am,1:47 am
FD467,15/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),1:34 am,3:04 am
FD856,15/7/2022,Alice Springs (ASP / YBAS),Alice Springs (ASP / YBAS),1:36 am,1:56 am
FD608,15/7/2022,Onslow (ONS / YOLW),Solomon (SLJ / YSOL),3:03 am,4:13 am
FD489,15/7/2022,Cooktown (CTN / YCKN),Cairns (CNS / YBCS),3:16 am,3:56 am
FD534,15/7/2022,Wudinna (YWUD),Adelaide (ADL / YPAD),3:40 am,6:55 am
FD629,15/7/2022,Meekatharra (MKR / YMEK),Jandakot (JAD / YPJT),6:13 am,7:11 am
FD423,15/7/2022,Townsville (TSV / YBTL),Cairns (CNS / YBCS),6:22 am,8:15 am
FD619,15/7/2022,Newman (ZNE / YNWN),Meekatharra (MKR / YMEK),6:37 am,7:45 am
FD608,15/7/2022,Port Hedland (PHE / YPPD),Paraburdoo (YPBO),7:02 am,8:17 am
FD456,15/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),7:45 am,8:12 am
FD449,15/7/2022,Mackay (MKY / YBMK),Rockhampton (ROK / YBRK),8:05 am,9:00 am
FD534,15/7/2022,Port Lincoln (PLO / YPLC),Adelaide (ADL / YPAD),8:28 am,9:44 am
FD425,15/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),8:39 am,9:14 am
FD630J,15/7/2022,Jandakot (JAD / YPJT),Derby (DRB / YDBY),8:43 am,9:32 am
FD467,15/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),8:54 am,9:23 am
FD623,15/7/2022,Newman (ZNE / YNWN),Broome (BME / YBRM),9:03 am,10:11 am
FD534,15/7/2022,Kingscote (KGC / YKSC),Adelaide (ADL / YPAD),9:19 am,10:12 am
FD248,15/7/2022,Adelaide (ADL / YPAD),Broken Hill (BHQ / YBHI),9:21 am,9:39 am
FD530,15/7/2022,Wilpena Pound (YHAW),Booleroo Centre (YBOC),9:22 am,12:07 pm
FD467,15/7/2022,Brisbane (BNE / YBBN),Toowoomba (YTWB),9:23 am,9:48 am
FD449,15/7/2022,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),9:40 am,10:22 am
FD467,15/7/2022,Toowoomba (YTWB),Brisbane (BNE / YBBN),9:50 am,11:32 am
FD423,15/7/2022,Townsville (TSV / YBTL),Cairns (CNS / YBCS),10:05 am,11:58 am
FD489,15/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),10:06 am,10:43 am
FD456,15/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),10:13 am,10:41 am
FD425,15/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),10:33 am,11:09 am
FD619,15/7/2022,Meekatharra (MKR / YMEK),Jandakot (JAD / YPJT),10:45 am,11:42 am
FD630J,15/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),11:07 am,11:41 am
FD449,15/7/2022,Rockhampton (ROK / YBRK),Dysart (DYA / YDYS),11:18 am,12:42 pm
FD423,15/7/2022,Townsville (TSV / YBTL),Mackay (MKY / YBMK),11:22 am,1:14 pm
FD456,15/7/2022,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),11:24 am,12:16 pm
FD534,15/7/2022,Mount Gambier (MGB / YMTG),Adelaide (ADL / YPAD),11:32 am,12:34 pm
FD489,15/7/2022,Cairns (CNS / YBCS),Kowanyama (KWM / YKOW),11:34 am,12:11 pm
FD623,15/7/2022,Lagrange Bay (YLGB),Broome (BME / YBRM),11:41 am,12:35 pm
FD489,15/7/2022,Townsville (TSV / YBTL),Cairns (CNS / YBCS),11:45 am,1:39 pm
FD530,15/7/2022,Port Augusta (PUG / YPAG),Port Pirie (PPI / YPIR),11:56 am,1:08 pm
FD874,15/7/2022,Maningrida (MNG / YMGD),Darwin (DRW / YPDN),12:11 pm,1:07 pm
FD629,15/7/2022,Jandakot (JAD / YPJT),Broome (BME / YBRM),12:20 pm,1:09 pm
FD853,15/7/2022,Tennant Creek (TCA / YTNK),Alice Springs (ASP / YBAS),12:36 pm,2:16 pm
FD480,15/7/2022,Brisbane (BNE / YBBN),Townsville (TSV / YBTL),12:50 pm,1:21 pm
FD278,15/7/2022,Broken Hill (BHQ / YBHI),Adelaide (ADL / YPAD),12:53 pm,1:25 pm
FD493,15/7/2022,Birdsville (BVI / YBDV),Charleville (CTL / YBCV),12:57 pm,1:21 pm
FD425,15/7/2022,Gladstone (GLT / YGLA),Gladstone (GLT / YGLA),1:02 pm,1:46 pm
FD416,15/7/2022,Julia Creek (JCK / YJLC),Mount Isa (ISA / YBMA),1:03 pm,1:52 pm
FD248,15/7/2022,Broken Hill (BHQ / YBHI),Adelaide (ADL / YPAD),1:10 pm,1:42 pm
FD619,15/7/2022,Wiluna (WUN / YWLU),Meekatharra (MKR / YMEK),1:19 pm,4:06 pm
FD530,15/7/2022,Adelaide (ADL / YPAD),Port Augusta (PUG / YPAG),1:22 pm,1:37 pm
FD467,15/7/2022,Roma (RMA / YROM),Toowoomba (YTWB),1:53 pm,3:23 pm
FD608,15/7/2022,Port Hedland (PHE / YPPD),Onslow (ONS / YOLW),1:58 pm,3:13 pm
FD534,15/7/2022,Adelaide (ADL / YPAD),Pinaroo (YPNN),1:59 pm,2:07 pm
FD467,15/7/2022,Saint George (SGO / YSGE),Toowoomba (YTWB),2:06 pm,3:38 pm
FD478,15/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),2:15 pm,3:43 pm
FD530,15/7/2022,Booleroo Centre (YBOC),Adelaide (ADL / YPAD),2:26 pm,2:50 pm
FD534,15/7/2022,Port Lincoln (PLO / YPLC),Ceduna (CED / YCDU),2:26 pm,3:43 pm
FD608,15/7/2022,Paraburdoo (YPBO),Port Hedland (PHE / YPPD),2:29 pm,3:41 pm
FD425,15/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),2:44 pm,3:11 pm
FD449,15/7/2022,Dysart (DYA / YDYS),Mackay (MKY / YBMK),2:44 pm,3:26 pm
FD467,15/7/2022,Toowoomba (YTWB),Roma (RMA / YROM),2:45 pm,4:30 pm
FD856,15/7/2022,Hermannsburg (HMG / YHMB),Alice Springs (ASP / YBAS),2:51 pm,3:35 pm
FD480,15/7/2022,Townsville (TSV / YBTL),Innisfail (YIFL),2:58 pm,4:48 pm
FD416,15/7/2022,Townsville (TSV / YBTL),Mount Isa (ISA / YBMA),3:08 pm,5:13 pm
FD493,15/7/2022,Toowoomba (YTWB),Charleville (CTL / YBCV),3:16 pm,5:03 pm
FD449,15/7/2022,Emerald (EMD / YEML),Theodore (YTDR),3:25 pm,4:07 pm
FD416,15/7/2022,Mount Isa (ISA / YBMA),Townsville (TSV / YBTL),3:46 pm,4:51 pm
FD608,15/7/2022,Port Hedland (PHE / YPPD),Christmas Creek (CKW / YCHK),3:49 pm,5:04 pm
FD456,15/7/2022,Brisbane (BNE / YBBN),Brisbane (BNE / YBBN),3:50 pm,4:15 pm
FD602,15/7/2022,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),3:53 pm,4:41 pm
FD623,15/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),3:58 pm,4:30 pm
FD427,15/7/2022,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),4:07 pm,4:52 pm
FD456,15/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),4:08 pm,4:44 pm
FD602,15/7/2022,Meekatharra (MKR / YMEK),Geraldton (GET / YGEL),4:09 pm,5:06 pm
FD623,15/7/2022,Derby (DRB / YDBY),Broome (BME / YBRM),4:11 pm,4:52 pm
FD467,15/7/2022,Toowoomba (YTWB),Saint George (SGO / YSGE),4:14 pm,5:59 pm
FD456,15/7/2022,Rockhampton (ROK / YBRK),Kingaroy (KGY / YKRY),4:25 pm,5:51 pm
FD853,15/7/2022,Alice Springs (ASP / YBAS),Tennant Creek (TCA / YTNK),4:28 pm,4:50 pm
FD534,15/7/2022,Pinaroo (YPNN),Renmark (RMK / YREN),4:35 pm,5:47 pm
FD423,15/7/2022,Townsville (TSV / YBTL),Cairns (CNS / YBCS),4:41 pm,6:33 pm
FD609,15/7/2022,Derby (DRB / YDBY),Broome (BME / YBRM),4:44 pm,5:25 pm
FD856,15/7/2022,Alice Springs (ASP / YBAS),Hermannsburg (HMG / YHMB),4:58 pm,5:20 pm
FD425,15/7/2022,Gayndah (GAH / YGAY),Bundaberg (BDB / YBUD),5:13 pm,5:56 pm
FD534,15/7/2022,Adelaide (ADL / YPAD),Wudinna (YWUD),5:33 pm,5:50 pm
FD874,15/7/2022,Darwin (DRW / YPDN),Maningrida (MNG / YMGD),6:04 pm,6:44 pm
FD530,15/7/2022,Adelaide (ADL / YPAD),Wilpena Pound (YHAW),6:19 pm,6:35 pm
FD619,15/7/2022,Jandakot (JAD / YPJT),Carnarvon (CVQ / YCAR),6:23 pm,7:11 pm
FD602,15/7/2022,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),6:25 pm,7:08 pm
FD427,15/7/2022,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),6:47 pm,7:32 pm
FD534,15/7/2022,Adelaide (ADL / YPAD),Kingscote (KGC / YKSC),6:50 pm,6:51 pm
FD425,15/7/2022,Bundaberg (BDB / YBUD),Gayndah (GAH / YGAY),7:00 pm,7:35 pm
FD619,15/7/2022,Jandakot (JAD / YPJT),Wiluna (WUN / YWLU),7:00 pm,7:48 pm
FD493,15/7/2022,Yowah (YYWA),Charleville (CTL / YBCV),7:07 pm,11:16 pm
FD278,15/7/2022,Broken Hill (BHQ / YBHI),Adelaide (ADL / YPAD),7:17 pm,7:49 pm
FD534,15/7/2022,Renmark (RMK / YREN),Mount Gambier (MGB / YMTG),7:27 pm,8:48 pm
FD534,15/7/2022,Adelaide (ADL / YPAD),Port Lincoln (PLO / YPLC),7:30 pm,7:45 pm
FD423,15/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),7:40 pm,8:17 pm
FD493,15/7/2022,Charleville (CTL / YBCV),Birdsville (BVI / YBDV),7:40 pm,8:19 pm
FD416,15/7/2022,Mount Isa (ISA / YBMA),Julia Creek (JCK / YJLC),7:44 pm,8:47 pm
FD609,15/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),7:51 pm,8:23 pm
FD425,15/7/2022,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),7:55 pm,8:40 pm
FD608,15/7/2022,Port Hedland (PHE / YPPD),Paraburdoo (YPBO),8:22 pm,9:37 pm
FD608,15/7/2022,Christmas Creek (CKW / YCHK),Port Hedland (PHE / YPPD),8:46 pm,9:25 pm
FD623,15/7/2022,Broome (BME / YBRM),Mitchell Plateau (YMIP),9:08 pm,9:41 pm
FD427,15/7/2022,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),9:16 pm,10:00 pm
FD278,15/7/2022,Adelaide (ADL / YPAD),Broken Hill (BHQ / YBHI),9:21 pm,9:38 pm
FD493,15/7/2022,Charleville (CTL / YBCV),Yowah (YYWA),9:28 pm,10:07 pm
FD423,15/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),9:37 pm,10:14 pm
FD489,15/7/2022,Kowanyama (KWM / YKOW),Cooktown (CTN / YCKN),9:38 pm,10:31 pm
FD449,15/7/2022,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),9:52 pm,11:15 pm
FD480,15/7/2022,Innisfail (YIFL),Brisbane (BNE / YBBN),10:15 pm,11:01 pm
FD630J,15/7/2022,Derby (DRB / YDBY),Broome (BME / YBRM),10:20 pm,11:01 pm
FD425,15/7/2022,Brisbane (BNE / YBBN),Gladstone (GLT / YGLA),10:31 pm,10:59 pm
FD423,15/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),10:40 pm,11:17 pm
FD425,15/7/2022,Bundaberg (BDB / YBUD),Bundaberg (BDB / YBUD),11:11 pm,11:46 pm
FD449,15/7/2022,Theodore (YTDR),Rockhampton (ROK / YBRK),11:18 pm,12:59 am
FD427,15/7/2022,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),11:21 pm,11:47 pm
FD624J,15/7/2022,Jandakot (JAD / YPJT),Geraldton (GET / YGEL),11:42 pm,12:28 am
FD534,15/7/2022,Ceduna (CED / YCDU),Port Lincoln (PLO / YPLC),11:57 pm,12:35 am
FD619,16/7/2022,Esperance (EPR / YESP),Albany (ALH / YABA),12:00 am,12:43 am
FD608,16/7/2022,West Angelas (WLP / YANG),Port Hedland (PHE / YPPD),12:12 am,2:42 am
FD602,16/7/2022,Giles (YGLS),Warburton (YWBR),12:42 am,1:26 am
FD427,16/7/2022,Kingaroy (KGY / YKRY),Wellcamp Airport (WTB / YBWW),12:42 am,1:34 am
FD467,16/7/2022,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),12:44 am,1:10 am
FD534,16/7/2022,Hubert Wilkings Airstrip (YJST),Port Pirie (PPI / YPIR),12:50 am,1:36 am
FD423,16/7/2022,Townsville (TSV / YBTL),Mount Isa (ISA / YBMA),1:07 am,3:19 am
FD425,16/7/2022,Alpha (ABH / YAPH),Rockhampton (ROK / YBRK),1:09 am,1:32 am
FD608,16/7/2022,Port Hedland (PHE / YPPD),Jandakot (JAD / YPJT),1:26 am,2:42 am
FD423,16/7/2022,Townsville (TSV / YBTL),Mount Isa (ISA / YBMA),2:10 am,4:16 am
FD629,16/7/2022,Fitzroy Crossing (FIZ / YFTZ),Halls Creek (HCQ / YHLC),2:15 am,2:58 am
FD467,16/7/2022,Goondiwindi (GOO / YGDI),Dirranbandi (DRN / YDBI),3:24 am,4:08 am
FD543,16/7/2022,Oodnadatta (YOOD),Port Augusta (PUG / YPAG),4:12 am,5:23 am
FD849,16/7/2022,Tanami (YTMN),Alice Springs (ASP / YBAS),4:13 am,5:51 am
FD480,16/7/2022,Mount Isa (ISA / YBMA),Townsville (TSV / YBTL),4:20 am,5:25 am
FD543,16/7/2022,Port Augusta (PUG / YPAG),Oodnadatta (YOOD),5:11 am,6:25 am
FD534,16/7/2022,Port Lincoln (PLO / YPLC),Kimba (YIMB),7:04 am,8:21 am
FD538,16/7/2022,Adelaide (ADL / YPAD),Whyalla (WYA / YWHA),7:19 am,7:33 am
FD213,16/7/2022,Walgett (WGE / YWLG),Dubbo (DBO / YSDU),7:51 am,10:10 am
FD213,16/7/2022,Dubbo (DBO / YSDU),Walgett (WGE / YWLG),8:18 am,8:59 am
FD213,16/7/2022,Dubbo (DBO / YSDU),Bankstown (BWU / YSBK),8:22 am,9:03 am
FD425,16/7/2022,Gladstone (GLT / YGLA),Maryborough (MBH / YMYB),8:50 am,9:34 am
FD608,16/7/2022,Paraburdoo (YPBO),Port Hedland (PHE / YPPD),9:13 am,10:24 am
FD619,16/7/2022,Carnarvon (CVQ / YCAR),Jandakot (JAD / YPJT),9:20 am,9:58 am
FD629,16/7/2022,Halls Creek (HCQ / YHLC),Broome (BME / YBRM),9:42 am,10:26 am
FD530,16/7/2022,Adelaide (ADL / YPAD),Ceduna (CED / YCDU),9:59 am,10:18 am
FD630J,16/7/2022,Jandakot (JAD / YPJT),Newman (ZNE / YNWN),10:01 am,10:49 am
FD425,16/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),10:22 am,10:49 am
FD619,16/7/2022,Jandakot (JAD / YPJT),Jandakot (JAD / YPJT),10:24 am,11:10 am
FD624J,16/7/2022,Port Hedland (PHE / YPPD),Jandakot (JAD / YPJT),10:26 am,11:42 am
FD601,16/7/2022,Esperance (EPR / YESP),Jandakot (JAD / YPJT),10:34 am,11:17 am
FD489,16/7/2022,Cairns (CNS / YBCS),Weipa (WEI / YBWP),10:48 am,11:25 am
FD624J,16/7/2022,Jandakot (JAD / YPJT),Broome (BME / YBRM),10:55 am,11:44 am
FD534,16/7/2022,Port Pirie (PPI / YPIR),Adelaide (ADL / YPAD),11:08 am,12:27 pm
FD534,16/7/2022,Adelaide (ADL / YPAD),Whyalla (WYA / YWHA),11:11 am,11:25 am
FD530,16/7/2022,Ceduna (CED / YCDU),Adelaide (ADL / YPAD),11:16 am,11:54 am
FD543,16/7/2022,Port Augusta (PUG / YPAG),Adelaide (ADL / YPAD),11:17 am,12:31 pm
FD416,16/7/2022,Townsville (TSV / YBTL),Osborne Mine (YOSB),11:17 am,1:18 pm
FD629,16/7/2022,Ginbata (GBW / YGIA),Dave Forest (KFE / YFDF),11:20 am,12:04 pm
FD467,16/7/2022,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),11:26 am,12:11 pm
FD602,16/7/2022,Meekatharra (MKR / YMEK),Giles (YGLS),11:36 am,12:34 pm
