AircraftId,Date,Origin,Destination,DepartureAEST,ArrivalAEST
FD467,16/7/2022,Brisbane (BNE / YBBN),Toowoomba (YTWB),11:55 am,12:20 pm
FD629,16/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),11:55 am,12:28 pm
FD416,16/7/2022,Doomadgee (DMD / YDMG),Mount Isa (ISA / YBMA),11:56 am,12:37 pm
FD534,16/7/2022,Olympic Dam (OLP / YOLD),Port Augusta (PUG / YPAG),12:13 pm,1:23 pm
FD601,16/7/2022,Kalgoorlie-Boulder (KGI / YPKG),Esperance (EPR / YESP),12:14 pm,1:05 pm
FD423,16/7/2022,Mount Isa (ISA / YBMA),Townsville (TSV / YBTL),12:43 pm,1:48 pm
FD619,16/7/2022,Jandakot (JAD / YPJT),Esperance (EPR / YESP),12:48 pm,1:35 pm
FD467,16/7/2022,Toowoomba (YTWB),Brisbane (BNE / YBBN),12:56 pm,2:39 pm
FD619,16/7/2022,Albany (ALH / YABA),Jandakot (JAD / YPJT),1:04 pm,1:24 pm
FD478,16/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),1:08 pm,1:37 pm
FD608,16/7/2022,Port Hedland (PHE / YPPD),Warrawagine Stn (WRW / YWWG),1:15 pm,2:29 pm
FD624J,16/7/2022,Jandakot (JAD / YPJT),Broome (BME / YBRM),1:24 pm,2:12 pm
FD427,16/7/2022,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),1:30 pm,1:56 pm
FD456,16/7/2022,Brisbane (BNE / YBBN),Emerald (EMD / YEML),1:35 pm,2:05 pm
FD630J,16/7/2022,Newman (ZNE / YNWN),Karratha (KTA / YPKA),1:38 pm,2:46 pm
FD416,16/7/2022,Mount Isa (ISA / YBMA),Townsville (TSV / YBTL),2:05 pm,3:10 pm
FD427,16/7/2022,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),2:11 pm,2:37 pm
FD580,16/7/2022,Ceduna (CED / YCDU),Adelaide (ADL / YPAD),2:13 pm,2:51 pm
FD629,16/7/2022,Fitzroy Crossing (FIZ / YFTZ),Broome (BME / YBRM),2:24 pm,3:07 pm
FD493,16/7/2022,Blackall (BKQ / YBCK),Brisbane (BNE / YBBN),2:28 pm,2:52 pm
FD543,16/7/2022,Cadney Hs (YCDH),Oodnadatta (YOOD),2:40 pm,3:16 pm
FD425,16/7/2022,Bundaberg (BDB / YBUD),Rockhampton (ROK / YBRK),2:45 pm,3:20 pm
FD608,16/7/2022,Warrawagine Stn (WRW / YWWG),West Angelas (WLP / YANG),3:03 pm,5:24 pm
FD278,16/7/2022,Adelaide (ADL / YPAD),Broken Hill (BHQ / YBHI),3:08 pm,3:26 pm
FD467,16/7/2022,Toowoomba (YTWB),Goondiwindi (GOO / YGDI),3:13 pm,4:57 pm
FD534,16/7/2022,Port Lincoln (PLO / YPLC),Adelaide (ADL / YPAD),3:18 pm,4:35 pm
FD624J,16/7/2022,Broome (BME / YBRM),Port Hedland (PHE / YPPD),3:27 pm,3:59 pm
FD534,16/7/2022,Adelaide (ADL / YPAD),Wudinna (YWUD),3:43 pm,4:01 pm
FD602,16/7/2022,Warburton (YWBR),Kalgoorlie-Boulder (KGI / YPKG),3:43 pm,6:03 pm
FD489,16/7/2022,Horn Island (YHID),Cairns (CNS / YBCS),3:50 pm,4:35 pm
FD607,16/7/2022,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),3:54 pm,4:41 pm
FD467,16/7/2022,Saint George (SGO / YSGE),Toowoomba (YTWB),3:57 pm,5:28 pm
FD467,16/7/2022,Dirranbandi (DRN / YDBI),Saint George (SGO / YSGE),4:01 pm,4:42 pm
FD478,16/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),4:14 pm,4:43 pm
FD849,16/7/2022,Alice Springs (ASP / YBAS),Tanami (YTMN),4:30 pm,4:52 pm
FD534,16/7/2022,Kimba (YIMB),Port Lincoln (PLO / YPLC),4:37 pm,5:29 pm
FD423,16/7/2022,Mount Isa (ISA / YBMA),Townsville (TSV / YBTL),4:44 pm,5:49 pm
FD534,16/7/2022,Wudinna (YWUD),Port Lincoln (PLO / YPLC),4:52 pm,8:05 pm
FD629,16/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),5:05 pm,5:38 pm
FD425,16/7/2022,Rockhampton (ROK / YBRK),Alpha (ABH / YAPH),5:10 pm,6:36 pm
FD425,16/7/2022,Maryborough (MBH / YMYB),Brisbane (BNE / YBBN),5:49 pm,6:46 pm
FD427,16/7/2022,Kingaroy (KGY / YKRY),Wellcamp Airport (WTB / YBWW),6:00 pm,6:52 pm
FD456,16/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),6:00 pm,7:29 pm
FD248,16/7/2022,Adelaide (ADL / YPAD),Broken Hill (BHQ / YBHI),6:08 pm,6:25 pm
FD629,16/7/2022,Broome (BME / YBRM),Ginbata (GBW / YGIA),6:14 pm,6:48 pm
FD629,16/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),6:15 pm,6:47 pm
FD534,16/7/2022,Whyalla (WYA / YWHA),Hubert Wilkings Airstrip (YJST),6:21 pm,8:58 pm
FD629,16/7/2022,Derby (DRB / YDBY),Broome (BME / YBRM),6:33 pm,7:14 pm
FD427,16/7/2022,Wellcamp Airport (WTB / YBWW),Brisbane (BNE / YBBN),6:34 pm,8:57 pm
FD456,16/7/2022,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),6:39 pm,7:21 pm
FD538,16/7/2022,Port Pirie (PPI / YPIR),Adelaide (ADL / YPAD),6:48 pm,8:07 pm
FD534,16/7/2022,Adelaide (ADL / YPAD),Olympic Dam (OLP / YOLD),6:54 pm,7:12 pm
FD425,16/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),7:19 pm,7:54 pm
FD248,16/7/2022,Broken Hill (BHQ / YBHI),Adelaide (ADL / YPAD),7:24 pm,7:56 pm
FD534,16/7/2022,Whyalla (WYA / YWHA),Adelaide (ADL / YPAD),7:35 pm,10:14 pm
FD489,16/7/2022,Weipa (WEI / YBWP),Cairns (CNS / YBCS),7:46 pm,10:08 pm
FD416,16/7/2022,Burketown (BUC / YBKT),Doomadgee (DMD / YDMG),7:56 pm,8:32 pm
FD538,16/7/2022,Whyalla (WYA / YWHA),Hubert Wilkings Airstrip (YJST),7:58 pm,10:35 pm
FD478,16/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),8:11 pm,9:38 pm
FD493,16/7/2022,Charleville (CTL / YBCV),Blackall (BKQ / YBCK),8:15 pm,8:54 pm
FD425,16/7/2022,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),8:33 pm,9:17 pm
FD630J,16/7/2022,Karratha (KTA / YPKA),Jandakot (JAD / YPJT),8:35 pm,9:27 pm
FD602,16/7/2022,Kalgoorlie-Boulder (KGI / YPKG),Meekatharra (MKR / YMEK),8:50 pm,9:41 pm
FD213,16/7/2022,Bankstown (BWU / YSBK),Dubbo (DBO / YSDU),9:07 pm,9:30 pm
FD425,16/7/2022,Brisbane (BNE / YBBN),Gladstone (GLT / YGLA),9:15 pm,9:43 pm
FD489,16/7/2022,Cairns (CNS / YBCS),Horn Island (YHID),9:16 pm,9:53 pm
FD416,16/7/2022,Osborne Mine (YOSB),Mount Isa (ISA / YBMA),9:24 pm,10:35 pm
FD624J,16/7/2022,Karratha (KTA / YPKA),Jandakot (JAD / YPJT),9:59 pm,10:50 pm
FD580,16/7/2022,Adelaide (ADL / YPAD),Ceduna (CED / YCDU),10:07 pm,10:26 pm
FD624J,16/7/2022,Broome (BME / YBRM),Karratha (KTA / YPKA),10:22 pm,10:55 pm
FD543,16/7/2022,Oodnadatta (YOOD),Cadney Hs (YCDH),10:30 pm,11:40 pm
FD538,16/7/2022,Hubert Wilkings Airstrip (YJST),Port Pirie (PPI / YPIR),11:17 pm,12:03 am
FD416,16/7/2022,Mount Isa (ISA / YBMA),Burketown (BUC / YBKT),11:25 pm,12:28 am
FD480,16/7/2022,Townsville (TSV / YBTL),Mount Isa (ISA / YBMA),11:31 pm,1:36 am
FD425,16/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:38 pm,12:05 am
FD629,16/7/2022,Dave Forest (KFE / YFDF),Port Hedland (PHE / YPPD),11:45 pm,12:26 am
FD630J,17/7/2022,Albany (ALH / YABA),Kalgoorlie-Boulder (KGI / YPKG),12:09 am,12:29 am
FD425,17/7/2022,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),12:11 am,12:37 am
FD478,17/7/2022,Kingaroy (KGY / YKRY),Toowoomba (YTWB),12:15 am,1:07 am
FD425,17/7/2022,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),12:33 am,12:58 am
FD416,17/7/2022,Normanton (YNTN),Mount Isa (ISA / YBMA),12:39 am,1:48 am
FD449,17/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),12:41 am,1:09 am
FD596,17/7/2022,Yorketown (YYOR),Adelaide (ADL / YPAD),12:45 am,4:06 am
FD427,17/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),12:48 am,2:15 am
FD416,17/7/2022,Mount Isa (ISA / YBMA),Normanton (YNTN),1:53 am,2:56 am
FD478,17/7/2022,Moura (YMOU),Rockhampton (ROK / YBRK),1:54 am,3:00 am
FD629,17/7/2022,Port Hedland (PHE / YPPD),Broome (BME / YBRM),2:12 am,3:27 am
FD416,17/7/2022,Mount Isa (ISA / YBMA),Cloncurry (CNJ / YCCY),2:29 am,3:31 am
FD425,17/7/2022,Brisbane (BNE / YBBN),Maryborough (MBH / YMYB),3:29 am,3:55 am
FD423,17/7/2022,Townsville (TSV / YBTL),Cairns (CNS / YBCS),3:34 am,5:29 am
FD449,17/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),4:14 am,4:42 am
FD602,17/7/2022,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),4:14 am,4:57 am
FD213,17/7/2022,Wagga Wagga (WGA / YSWG),Bankstown (BWU / YSBK),4:57 am,7:15 am
FD480,17/7/2022,Townsville (TSV / YBTL),Mount Isa (ISA / YBMA),5:19 am,7:23 am
FD602,17/7/2022,Meekatharra (MKR / YMEK),Geraldton (GET / YGEL),5:43 am,6:40 am
FD493,17/7/2022,Charleville (CTL / YBCV),Brisbane (BNE / YBBN),6:10 am,6:49 am
FD530,17/7/2022,Ceduna (CED / YCDU),Whyalla (WYA / YWHA),7:32 am,8:10 am
FD534,17/7/2022,Port Augusta (PUG / YPAG),Adelaide (ADL / YPAD),7:37 am,8:51 am
FD478,17/7/2022,Brisbane (BNE / YBBN),Moura (YMOU),8:08 am,8:36 am
FD456,17/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),8:23 am,9:52 am
FD427,17/7/2022,Goondiwindi (GOO / YGDI),Wellcamp Airport (WTB / YBWW),8:25 am,9:09 am
FD608,17/7/2022,Port Hedland (PHE / YPPD),Solomon (SLJ / YSOL),8:41 am,9:56 am
FD609,17/7/2022,Broome (BME / YBRM),Broome (BME / YBRM),8:56 am,9:30 am
FD493,17/7/2022,Cunnamulla (CMA / YCMU),Charleville (CTL / YBCV),9:04 am,9:44 am
FD530,17/7/2022,Adelaide (ADL / YPAD),Ceduna (CED / YCDU),9:07 am,9:26 am
FD449,17/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),9:18 am,10:45 am
FD493,17/7/2022,Kingaroy (KGY / YKRY),Toowoomba (YTWB),9:19 am,10:11 am
FD534,17/7/2022,Adelaide (ADL / YPAD),Port Augusta (PUG / YPAG),9:58 am,10:12 am
FD534,17/7/2022,Adelaide (ADL / YPAD),Port Augusta (PUG / YPAG),10:01 am,10:15 am
FD608,17/7/2022,Solomon (SLJ / YSOL),Port Hedland (PHE / YPPD),10:05 am,11:38 am
FD489,17/7/2022,Kowanyama (KWM / YKOW),Cairns (CNS / YBCS),10:08 am,11:01 am
FD213,17/7/2022,Dubbo (DBO / YSDU),Wagga Wagga (WGA / YSWG),10:12 am,10:54 am
FD629,17/7/2022,Mornington Stn (YMNT),Broome (BME / YBRM),10:24 am,11:25 am
FD478,17/7/2022,Rockhampton (ROK / YBRK),Kingaroy (KGY / YKRY),10:35 am,12:01 pm
FD596,17/7/2022,Adelaide (ADL / YPAD),Cowell (YCWL),10:47 am,11:04 am
FD580,17/7/2022,Adelaide (ADL / YPAD),Port Augusta (PUG / YPAG),10:58 am,11:12 am
FD580,17/7/2022,Port Augusta (PUG / YPAG),Adelaide (ADL / YPAD),11:07 am,12:21 pm
FD425,17/7/2022,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:11 am,11:38 am
FD619,17/7/2022,Carnarvon (CVQ / YCAR),Jandakot (JAD / YPJT),11:14 am,11:51 am
FD629,17/7/2022,Broome (BME / YBRM),Mornington Stn (YMNT),11:40 am,12:13 pm
FD601,17/7/2022,Kalgoorlie-Boulder (KGI / YPKG),Kalgoorlie-Boulder (KGI / YPKG),11:46 am,12:36 pm
FD423,17/7/2022,Proserpine / Whitsunday Coast (PPP / YBPN),Townsville (TSV / YBTL),11:48 am,1:08 pm
FD478,17/7/2022,Toowoomba (YTWB),Rockhampton (ROK / YBRK),11:53 am,1:39 pm
FD427,17/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),12:03 pm,12:32 pm
FD423,17/7/2022,Townsville (TSV / YBTL),Hughenden (HGD / YHUG),12:08 pm,1:59 pm
FD213,17/7/2022,Bankstown (BWU / YSBK),Dubbo (DBO / YSDU),12:14 pm,12:37 pm
FD427,17/7/2022,Wellcamp Airport (WTB / YBWW),Brisbane (BNE / YBBN),12:21 pm,2:48 pm
FD538,17/7/2022,Adelaide (ADL / YPAD),Mount Gambier (MGB / YMTG),12:31 pm,12:47 pm
FD534,17/7/2022,Port Pirie (PPI / YPIR),Adelaide (ADL / YPAD),12:31 pm,1:50 pm
FD416,17/7/2022,Alpurrurulam (YALP),Mount Isa (ISA / YBMA),12:34 pm,12:57 pm
FD416,17/7/2022,Mount Isa (ISA / YBMA),Alpurrurulam (YALP),12:48 pm,1:51 pm
FD629,17/7/2022,Fitzroy Crossing (FIZ / YFTZ),Broome (BME / YBRM),12:52 pm,1:35 pm
FD530,17/7/2022,Whyalla (WYA / YWHA),Adelaide (ADL / YPAD),12:56 pm,3:34 pm
FD425,17/7/2022,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),1:23 pm,2:15 pm
FD489,17/7/2022,Cairns (CNS / YBCS),Skardon River (YSKR),1:28 pm,2:05 pm
FD624J,17/7/2022,Jandakot (JAD / YPJT),Broome (BME / YBRM),1:29 pm,2:18 pm
FD425,17/7/2022,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),1:47 pm,2:22 pm
FD425,17/7/2022,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),1:50 pm,2:26 pm
FD493,17/7/2022,Roma (RMA / YROM),Kingaroy (KGY / YKRY),1:53 pm,3:23 pm
FD630J,17/7/2022,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),1:56 pm,2:42 pm
FD624J,17/7/2022,Jandakot (JAD / YPJT),Broome (BME / YBRM),1:57 pm,2:46 pm
FD534,17/7/2022,Ceduna (CED / YCDU),Whyalla (WYA / YWHA),1:59 pm,2:37 pm
FD530,17/7/2022,Port Augusta (PUG / YPAG),Port Pirie (PPI / YPIR),2:00 pm,3:12 pm
FD602,17/7/2022,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),2:04 pm,2:52 pm
FD534,17/7/2022,Port Augusta (PUG / YPAG),Port Pirie (PPI / YPIR),2:14 pm,3:26 pm
FD427,17/7/2022,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),2:32 pm,3:00 pm
FD425,17/7/2022,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),2:39 pm,3:24 pm
FD493,17/7/2022,Brisbane (BNE / YBBN),Charleville (CTL / YBCV),2:41 pm,3:12 pm
FD624J,17/7/2022,Broome (BME / YBRM),Port Hedland (PHE / YPPD),2:43 pm,3:15 pm
FD480,17/7/2022,Mount Isa (ISA / YBMA),Townsville (TSV / YBTL),2:51 pm,3:56 pm
FD534,17/7/2022,Adelaide (ADL / YPAD),Ceduna (CED / YCDU),3:06 pm,3:25 pm
FD467,17/7/2022,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),3:37 pm,4:03 pm
FD493,17/7/2022,Toowoomba (YTWB),Cunnamulla (CMA / YCMU),3:41 pm,5:29 pm
FD602,17/7/2022,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),3:52 pm,4:40 pm
FD478,17/7/2022,Thangool (THG / YTNG),Brisbane (BNE / YBBN),3:57 pm,5:38 pm
FD423,17/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),4:01 pm,4:38 pm
FD449,17/7/2022,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),4:12 pm,5:40 pm
FD534,17/7/2022,Whyalla (WYA / YWHA),Adelaide (ADL / YPAD),4:18 pm,6:56 pm
FD416,17/7/2022,Mount Isa (ISA / YBMA),Boulia (BQL / YBOU),4:19 pm,5:22 pm
FD425,17/7/2022,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),4:27 pm,5:52 pm
FD630J,17/7/2022,Kalgoorlie-Boulder (KGI / YPKG),Esperance (EPR / YESP),4:31 pm,5:21 pm
FD629,17/7/2022,Broome (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),5:14 pm,5:47 pm
FD423,17/7/2022,Townsville (TSV / YBTL),Proserpine / Whitsunday Coast (PPP / YBPN),5:21 pm,7:11 pm
FD425,17/7/2022,Maryborough (MBH / YMYB),Brisbane (BNE / YBBN),5:22 pm,6:18 pm
FD596,17/7/2022,Cowell (YCWL),Yorketown (YYOR),5:40 pm,6:20 pm
FD489,17/7/2022,Cairns (CNS / YBCS),Kowanyama (KWM / YKOW),5:55 pm,6:32 pm
FD427,17/7/2022,Thangool (THG / YTNG),Brisbane (BNE / YBBN),6:02 pm,7:43 pm
FD624J,17/7/2022,Broome (BME / YBRM),Jandakot (JAD / YPJT),6:13 pm,6:47 pm
FD607,17/7/2022,Kalgoorlie-Boulder (KGI / YPKG),Meekatharra (MKR / YMEK),6:24 pm,7:15 pm
FD619,17/7/2022,Jandakot (JAD / YPJT),Carnarvon (CVQ / YCAR),6:38 pm,7:26 pm
FD423,17/7/2022,Hughenden (HGD / YHUG),Townsville (TSV / YBTL),6:59 pm,7:45 pm
FD416,17/7/2022,Cloncurry (CNJ / YCCY),Mount Isa (ISA / YBMA),7:00 pm,7:39 pm
FD530,17/7/2022,Port Pirie (PPI / YPIR),Adelaide (ADL / YPAD),7:18 pm,8:37 pm
FD489,17/7/2022,Skardon River (YSKR),Cairns (CNS / YBCS),7:39 pm,9:12 pm
FD416,17/7/2022,Boulia (BQL / YBOU),Mount Isa (ISA / YBMA),7:40 pm,8:05 pm
FD478,17/7/2022,Rockhampton (ROK / YBRK),Thangool (THG / YTNG),7:41 pm,9:04 pm
FD608,17/7/2022,Jandakot (JAD / YPJT),Port Hedland (PHE / YPPD),7:47 pm,8:36 pm
FD467,17/7/2022,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),8:21 pm,9:06 pm
FD580,17/7/2022,Adelaide (ADL / YPAD),Port Augusta (PUG / YPAG),8:56 pm,9:11 pm
FD478,17/7/2022,Kingaroy (KGY / YKRY),Toowoomba (YTWB),9:33 pm,10:25 pm
FD427,17/7/2022,Wellcamp Airport (WTB / YBWW),Goondiwindi (GOO / YGDI),9:47 pm,12:13 am
FD534,17/7/2022,Port Augusta (PUG / YPAG),Adelaide (ADL / YPAD),10:15 pm,11:28 pm
FD493,17/7/2022,Charleville (CTL / YBCV),Roma (RMA / YROM),10:24 pm,11:02 pm
FD427,17/7/2022,Brisbane (BNE / YBBN),Thangool (THG / YTNG),10:40 pm,11:08 pm
FD630J,17/7/2022,Esperance (EPR / YESP),Albany (ALH / YABA),10:47 pm,11:30 pm
FD538,17/7/2022,Mount Gambier (MGB / YMTG),Adelaide (ADL / YPAD),11:03 pm,12:05 am
FD630J,17/7/2022,Kalgoorlie-Boulder (KGI / YPKG),Jandakot (JAD / YPJT),11:06 pm,11:57 pm
FD423,17/7/2022,Townsville (TSV / YBTL),Charters Towers (CXT / YCHT),11:31 pm,1:20 am
FD423,18/7/2022,Townsville (TSV / YBTL),Cairns (CNS / YBCS),12:26 am,2:20 am
FD607,18/7/2022,Mount Keith (WME / YMNE),Jandakot (JAD / YPJT),2:06 am,3:12 am
FD489,18/7/2022,Northern Peninsula (ABM / YNPE),Cairns (CNS / YBCS),5:42 am,6:51 am
FD423,18/7/2022,Cairns (CNS / YBCS),Weipa (WEI / YBWP),7:06 am,7:43 am
FD543,18/7/2022,Port Augusta (PUG / YPAG),Adelaide (ADL / YPAD),7:12 am,8:26 am
FD624J,18/7/2022,Port Hedland (PHE / YPPD),Newman (ZNE / YNWN),7:58 am,9:13 am
FD602,18/7/2022,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),8:07 am,8:50 am
FD423,18/7/2022,Hughenden (HGD / YHUG),Townsville (TSV / YBTL),8:07 am,8:53 am
FD423,18/7/2022,Weipa (WEI / YBWP),Cairns (CNS / YBCS),8:07 am,10:29 am
FD211,18/7/2022,Bourke (BRK / YBKE),Lightning Ridge (LHG / YLRD),8:12 am,8:37 am
FD580,18/7/2022,Adelaide (ADL / YPAD),Mount Gambier (MGB / YMTG),8:25 am,8:38 am
FD423,18/7/2022,Charters Towers (CXT / YCHT),Townsville (TSV / YBTL),8:31 am,9:10 am
FD423,18/7/2022,Townsville (TSV / YBTL),Hughenden (HGD / YHUG),9:25 am,11:18 am
FD211,18/7/2022,Lightning Ridge (LHG / YLRD),Dubbo (DBO / YSDU),9:50 am,10:44 am
AM273,18/7/2022,Moree (MRZ / YMOR),Tamworth (TMW / YSTW),10:33 am,11:34 am
FD853,18/7/2022,Ayers Rock (AYQ / YAYE),Kintore (YKNT),11:10 am,11:33 am
FD211,18/7/2022,Dubbo (DBO / YSDU),Lightning Ridge (LHG / YLRD),11:21 am,12:02 pm
FD467,18/7/2022,Brisbane (BNE / YBBN),Emerald (EMD / YEML),11:27 am,11:58 am
FD538,18/7/2022,Millicent (MLR / YMCT),Bordertown (YBOR),11:49 am,12:48 pm
FD853,18/7/2022,Alice Springs (ASP / YBAS),Tennant Creek (TCA / YTNK),12:03 pm,12:25 pm
FD853,18/7/2022,Kintore (YKNT),Alice Springs (ASP / YBAS),12:11 pm,1:04 pm
FD629,18/7/2022,Broome (BME / YBRM),Derby (DRB / YDBY),12:14 pm,12:46 pm
FD580,18/7/2022,Kingscote (KGC / YKSC),Adelaide (ADL / YPAD),12:16 pm,1:09 pm
FD538,18/7/2022,Adelaide (ADL / YPAD),Millicent (MLR / YMCT),12:31 pm,12:47 pm
FD624J,18/7/2022,Jandakot (JAD / YPJT),Broome (BME / YBRM),1:11 pm,2:00 pm
FD612,18/7/2022,Jandakot (JAD / YPJT),Boolgeeda (OCM / YBGD),1:15 pm,2:04 pm
FD607,18/7/2022,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),1:42 pm,2:29 pm
FD602,18/7/2022,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),1:43 pm,2:30 pm
AM273,18/7/2022,Coffs Harbour (YCFS),Sydney (SYD / YSSY),1:48 pm,2:28 pm
FD596,18/7/2022,Adelaide (ADL / YPAD),Cleve (CVC / YCEE),1:56 pm,2:07 pm
FD602,18/7/2022,RAAF Learmonth (LEA / YPLM),Geraldton (GET / YGEL),2:03 pm,3:23 pm
FD580,18/7/2022,Mount Gambier (MGB / YMTG),Kingscote (KGC / YKSC),2:12 pm,3:13 pm
AM273,18/7/2022,Essendon (MEB / YMEN),Sydney (SYD / YSSY),2:42 pm,3:25 pm
FD543,18/7/2022,Prominent Hill Mine (YPMH),Port Augusta (PUG / YPAG),2:57 pm,4:17 pm
FD629,18/7/2022,Derby (DRB / YDBY),Broome (BME / YBRM),3:13 pm,3:54 pm
FD423,18/7/2022,Weipa (WEI / YBWP),Cairns (CNS / YBCS),3:47 pm,6:09 pm
FD596,18/7/2022,Cleve (CVC / YCEE),Coober Pedy (CPD / YCBP),3:53 pm,4:32 pm
FD423,18/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),4:07 pm,4:44 pm
FD853,18/7/2022,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),4:09 pm,4:30 pm
AM273,18/7/2022,Tamworth (TMW / YSTW),Coffs Harbour (YCFS),4:15 pm,5:52 pm
AM273,18/7/2022,Albury (ABX / YMAY),Essendon (MEB / YMEN),4:24 pm,4:44 pm
FD849,18/7/2022,Alice Springs (ASP / YBAS),Darwin (DRW / YPDN),4:25 pm,4:48 pm
FD624J,18/7/2022,Newman (ZNE / YNWN),Jandakot (JAD / YPJT),4:46 pm,5:54 pm
FD489,18/7/2022,Aurukun (AUU / YAUR),Cairns (CNS / YBCS),5:27 pm,5:50 pm
FD596,18/7/2022,Coober Pedy (CPD / YCBP),Adelaide (ADL / YPAD),5:47 pm,6:27 pm
FD211,18/7/2022,Lightning Ridge (LHG / YLRD),Bourke (BRK / YBKE),6:01 pm,6:55 pm
FD602,18/7/2022,Meekatharra (MKR / YMEK),RAAF Learmonth (LEA / YPLM),6:08 pm,7:06 pm
FD612,18/7/2022,Boolgeeda (OCM / YBGD),Jandakot (JAD / YPJT),6:13 pm,6:37 pm
FD607,18/7/2022,Meekatharra (MKR / YMEK),Mount Keith (WME / YMNE),6:44 pm,7:41 pm
FD489,18/7/2022,Cairns (CNS / YBCS),Aurukun (AUU / YAUR),6:59 pm,7:36 pm
FD489,18/7/2022,Cairns (CNS / YBCS),Northern Peninsula (ABM / YNPE),8:05 pm,8:42 pm
FD849,18/7/2022,Darwin (DRW / YPDN),Tennant Creek (TCA / YTNK),8:20 pm,9:00 pm
AM273,18/7/2022,Brisbane (BNE / YBBN),Sydney (SYD / YSSY),9:09 pm,9:38 pm
FD538,18/7/2022,Bordertown (YBOR),Naracoorte (NAC / YNRC),9:10 pm,9:34 pm
FD543,18/7/2022,Adelaide (ADL / YPAD),Prominent Hill Mine (YPMH),9:21 pm,9:40 pm
FD423,18/7/2022,Cairns (CNS / YBCS),Townsville (TSV / YBTL),9:42 pm,10:19 pm
FD467,18/7/2022,Emerald (EMD / YEML),Brisbane (BNE / YBBN),10:19 pm,11:02 pm
FD607,18/7/2022,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),10:19 pm,11:06 pm
FD849,18/7/2022,Tennant Creek (TCA / YTNK),Alice Springs (ASP / YBAS),10:21 pm,12:01 am
FD538,18/7/2022,Naracoorte (NAC / YNRC),Adelaide (ADL / YPAD),10:21 pm,11:27 pm
FD849,18/7/2022,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),10:37 pm,10:58 pm
AM273,18/7/2022,Sydney (SYD / YSSY),Albury (ABX / YMAY),10:52 pm,12:29 am
FD853,18/7/2022,Tennant Creek (TCA / YTNK),Alice Springs (ASP / YBAS),10:56 pm,12:36 am
FD602,18/7/2022,Shark Bay (MJK / YSHK),Geraldton (GET / YGEL),11:51 pm,1:23 am
AM273,18/7/2022,Sydney (SYD / YSSY),Moree (MRZ / YMOR),11:57 pm,1:34 am
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
