"","Location","Latitude","Longitude","AircraftId","Date","Origin","Destination","DepartureAEST","ArrivalAEST"
"179","Brisbane",-27.3739966,153.1226313,"FD425","12-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",17:32:00,17:59:00
"180","Brisbane",-27.3739966,153.1226313,"FD427","14-07-2022","Brisbane (BNE / YBBN)","Wellcamp Airport (WTB / YBWW)",00:02:00,00:28:00
"181","Brisbane",-27.3739966,153.1226313,"FD425","10-07-2022","Brisbane (BNE / YBBN)","Hervey Bay (HVB / YHBA)",21:17:00,21:43:00
"182","Brisbane",-27.3739966,153.1226313,"FD427","09-07-2022","Brisbane (BNE / YBBN)","Goondiwindi (GOO / YGDI)",12:36:00,13:03:00
"183","Brisbane",-27.3739966,153.1226313,"FD467","12-07-2022","Brisbane (BNE / YBBN)","Hervey Bay (HVB / YHBA)",16:18:00,16:45:00
"184","Brisbane",-27.3739966,153.1226313,"FD425","15-07-2022","Brisbane (BNE / YBBN)","Gladstone (GLT / YGLA)",22:31:00,22:59:00
"185","Brisbane",-27.3739966,153.1226313,"FD425","16-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",23:38:00,00:05:00
"186","Brisbane",-27.3739966,153.1226313,"FD425","06-07-2022","Brisbane (BNE / YBBN)","Monto (YMTO)",15:49:00,16:17:00
"187","Brisbane",-27.3739966,153.1226313,"FD467","10-07-2022","Brisbane (BNE / YBBN)","Maungindi (YMGI)",17:09:00,17:37:00
"188","Brisbane",-27.3739966,153.1226313,"FD425","08-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",20:45:00,21:12:00
"189","Brisbane",-27.3739966,153.1226313,"FD467","07-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",20:54:00,21:23:00
"190","Brisbane",-27.3739966,153.1226313,"FD425","11-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",17:54:00,18:21:00
"191","Brisbane",-27.3739966,153.1226313,"FD449","17-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",00:41:00,01:09:00
"192","Brisbane",-27.3739966,153.1226313,"AM273","18-07-2022","Brisbane (BNE / YBBN)","Sydney (SYD / YSSY)",21:09:00,21:38:00
"193","Brisbane",-27.3739966,153.1226313,"FD449","07-07-2022","Brisbane (BNE / YBBN)","Emerald (EMD / YEML)",03:02:00,03:32:00
"194","Brisbane",-27.3739966,153.1226313,"FD456","05-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",17:46:00,18:16:00
"195","Brisbane",-27.3739966,153.1226313,"FD427","17-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",14:32:00,15:00:00
"196","Brisbane",-27.3739966,153.1226313,"FD467","14-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",18:53:00,19:22:00
"197","Brisbane",-27.3739966,153.1226313,"FD478","12-07-2022","Brisbane (BNE / YBBN)","Brisbane (BNE / YBBN)",20:16:00,20:42:00
"198","Brisbane",-27.3739966,153.1226313,"FD478","04-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",18:59:00,19:27:00
"199","Brisbane",-27.3739966,153.1226313,"FD480","05-07-2022","Brisbane (BNE / YBBN)","Townsville (TSV / YBTL)",08:44:00,09:15:00
"200","Brisbane",-27.3739966,153.1226313,"FD425","12-07-2022","Brisbane (BNE / YBBN)","Hervey Bay (HVB / YHBA)",23:11:00,23:38:00
"201","Brisbane",-27.3739966,153.1226313,"FD478","16-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",13:08:00,13:37:00
"202","Brisbane",-27.3739966,153.1226313,"FD478","12-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",16:59:00,17:28:00
"203","Brisbane",-27.3739966,153.1226313,"FD478","05-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",23:28:00,23:56:00
"204","Brisbane",-27.3739966,153.1226313,"FD456","06-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",19:04:00,19:33:00
"205","Brisbane",-27.3739966,153.1226313,"FD467","14-07-2022","Brisbane (BNE / YBBN)","Hervey Bay (HVB / YHBA)",11:50:00,12:16:00
"206","Brisbane",-27.3739966,153.1226313,"FD456","03-07-2022","Brisbane (BNE / YBBN)","Goondiwindi (GOO / YGDI)",09:14:00,09:42:00
"207","Brisbane",-27.3739966,153.1226313,"FD425","17-07-2022","Brisbane (BNE / YBBN)","Maryborough (MBH / YMYB)",03:29:00,03:55:00
"208","Brisbane",-27.3739966,153.1226313,"FD467","11-07-2022","Brisbane (BNE / YBBN)","Goondiwindi (GOO / YGDI)",13:52:00,14:19:00
"209","Brisbane",-27.3739966,153.1226313,"FD427","12-07-2022","Brisbane (BNE / YBBN)","Kingaroy (KGY / YKRY)",18:28:00,18:54:00
"210","Brisbane",-27.3739966,153.1226313,"FD449","05-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",06:41:00,07:11:00
"211","Brisbane",-27.3739966,153.1226313,"FD425","17-07-2022","Brisbane (BNE / YBBN)","Kingaroy (KGY / YKRY)",00:33:00,00:58:00
"212","Brisbane",-27.3739966,153.1226313,"FD427","11-07-2022","Brisbane (BNE / YBBN)","Goondiwindi (GOO / YGDI)",23:14:00,23:41:00
"213","Brisbane",-27.3739966,153.1226313,"FD425","06-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",20:07:00,20:34:00
"214","Brisbane",-27.3739966,153.1226313,"FD456","05-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",15:50:00,16:20:00
"215","Brisbane",-27.3739966,153.1226313,"FD427","17-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",12:03:00,12:32:00
"216","Brisbane",-27.3739966,153.1226313,"FD456","11-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",16:10:00,16:39:00
"217","Brisbane",-27.3739966,153.1226313,"FD456","06-07-2022","Brisbane (BNE / YBBN)","Goondiwindi (GOO / YGDI)",19:18:00,19:47:00
"218","Brisbane",-27.3739966,153.1226313,"FD467","15-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",08:54:00,09:23:00
"219","Brisbane",-27.3739966,153.1226313,"FD478","13-07-2022","Brisbane (BNE / YBBN)","Rockhampton (ROK / YBRK)",05:07:00,05:36:00
"220","Brisbane",-27.3739966,153.1226313,"FD467","18-07-2022","Brisbane (BNE / YBBN)","Emerald (EMD / YEML)",11:27:00,11:58:00
"221","Brisbane",-27.3739966,153.1226313,"FD427","13-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",08:14:00,08:41:00
"222","Brisbane",-27.3739966,153.1226313,"FD478","03-07-2022","Brisbane (BNE / YBBN)","Bundaberg (BDB / YBUD)",12:12:00,12:40:00
"223","Brisbane",-27.3739966,153.1226313,"FD480","15-07-2022","Brisbane (BNE / YBBN)","Townsville (TSV / YBTL)",12:50:00,13:21:00
"224","Brisbane",-27.3739966,153.1226313,"FD423","10-07-2022","Brisbane (BNE / YBBN)","Townsville (TSV / YBTL)",08:05:00,08:36:00
"225","Brisbane",-27.3739966,153.1226313,"FD467","16-07-2022","Brisbane (BNE / YBBN)","Hervey Bay (HVB / YHBA)",00:44:00,01:10:00
"226","Broome",-17.9472338,122.2323986,"FD624J","16-07-2022","Broome (BME / YBRM)","Karratha (KTA / YPKA)",22:22:00,22:55:00
"227","Broome",-17.9472338,122.2323986,"FD629","14-07-2022","Broome (BME / YBRM)","Fitzroy Crossing (FIZ / YFTZ)",21:51:00,22:24:00
"228","Broome",-17.9472338,122.2323986,"FD630J","15-07-2022","Broome (BME / YBRM)","Jandakot (JAD / YPJT)",11:07:00,11:41:00
"229","Broome",-17.9472338,122.2323986,"FD607","08-07-2022","Broome (BME / YBRM)","One Arm Point (YOAP)",14:01:00,14:34:00
"230","Broome",-17.9472338,122.2323986,"FD624J","17-07-2022","Broome (BME / YBRM)","Port Hedland (PHE / YPPD)",14:43:00,15:15:00
"231","Broome",-17.9472338,122.2323986,"FD624J","04-07-2022","Broome (BME / YBRM)","Karratha (KTA / YPKA)",11:39:00,12:12:00
"232","Broome",-17.9472338,122.2323986,"FD624J","10-07-2022","Broome (BME / YBRM)","Karratha (KTA / YPKA)",20:12:00,20:45:00
"233","Broome",-17.9472338,122.2323986,"FD609","11-07-2022","Broome (BME / YBRM)","Karratha (KTA / YPKA)",16:55:00,17:29:00
"234","Broome",-17.9472338,122.2323986,"FD607","06-07-2022","Broome (BME / YBRM)","Broome (BME / YBRM)",17:54:00,18:26:00
"235","Broome",-17.9472338,122.2323986,"FD609","05-07-2022","Broome (BME / YBRM)","Derby (DRB / YDBY)",12:54:00,13:26:00
"236","Broome",-17.9472338,122.2323986,"FD629","17-07-2022","Broome (BME / YBRM)","Fitzroy Crossing (FIZ / YFTZ)",17:14:00,17:47:00
"237","Broome",-17.9472338,122.2323986,"FD609","15-07-2022","Broome (BME / YBRM)","Derby (DRB / YDBY)",19:51:00,20:23:00
"238","Broome",-17.9472338,122.2323986,"FD629","14-07-2022","Broome (BME / YBRM)","Meekatharra (MKR / YMEK)",13:28:00,14:02:00
"239","Broome",-17.9472338,122.2323986,"FD607","12-07-2022","Broome (BME / YBRM)","Fitzroy Crossing (FIZ / YFTZ)",21:28:00,22:01:00
"240","Broome",-17.9472338,122.2323986,"FD629","17-07-2022","Broome (BME / YBRM)","Mornington Stn (YMNT)",11:40:00,12:13:00
"241","Broome",-17.9472338,122.2323986,"FD607","08-07-2022","Broome (BME / YBRM)","Derby (DRB / YDBY)",15:46:00,16:18:00
"242","Broome",-17.9472338,122.2323986,"FD630J","05-07-2022","Broome (BME / YBRM)","Jandakot (JAD / YPJT)",08:11:00,08:45:00
"243","Broome",-17.9472338,122.2323986,"FD624J","08-07-2022","Broome (BME / YBRM)","Jandakot (JAD / YPJT)",03:27:00,04:01:00
"244","Broome",-17.9472338,122.2323986,"FD624J","16-07-2022","Broome (BME / YBRM)","Port Hedland (PHE / YPPD)",15:27:00,15:59:00
"245","Broome",-17.9472338,122.2323986,"FD629","16-07-2022","Broome (BME / YBRM)","Ginbata (GBW / YGIA)",18:14:00,18:48:00
"246","Broome",-17.9472338,122.2323986,"FD624J","17-07-2022","Broome (BME / YBRM)","Jandakot (JAD / YPJT)",18:13:00,18:47:00
"247","Broome",-17.9472338,122.2323986,"FD609","12-07-2022","Broome (BME / YBRM)","Beagle Bay Community (YBGB)",08:19:00,08:51:00
"248","Broome",-17.9472338,122.2323986,"FD607","05-07-2022","Broome (BME / YBRM)","Kununurra (KNX / YPKU)",09:16:00,09:50:00
"249","Broome",-17.9472338,122.2323986,"FD623","15-07-2022","Broome (BME / YBRM)","Mitchell Plateau (YMIP)",21:08:00,21:41:00
"250","Broome",-17.9472338,122.2323986,"FD607","11-07-2022","Broome (BME / YBRM)","Nullagine (YNUL)",11:32:00,12:05:00
"251","Broome",-17.9472338,122.2323986,"FD607","07-07-2022","Broome (BME / YBRM)","Billiluna (YBIL)",23:00:00,23:34:00
"252","Broome",-17.9472338,122.2323986,"FD624J","05-07-2022","Broome (BME / YBRM)","Port Hedland (PHE / YPPD)",12:06:00,12:38:00
"253","Broome",-17.9472338,122.2323986,"FD607","06-07-2022","Broome (BME / YBRM)","Halls Creek (HCQ / YHLC)",09:11:00,09:44:00
"254","Broome",-17.9472338,122.2323986,"FD623","15-07-2022","Broome (BME / YBRM)","Derby (DRB / YDBY)",15:58:00,16:30:00
"255","Broome",-17.9472338,122.2323986,"FD609","05-07-2022","Broome (BME / YBRM)","Halls Creek (HCQ / YHLC)",15:16:00,15:49:00
"256","Broome",-17.9472338,122.2323986,"FD607","09-07-2022","Broome (BME / YBRM)","Derby (DRB / YDBY)",02:22:00,02:54:00
"257","Broome",-17.9472338,122.2323986,"FD630J","14-07-2022","Broome (BME / YBRM)","Jandakot (JAD / YPJT)",16:46:00,17:20:00
"258","Broome",-17.9472338,122.2323986,"FD607","04-07-2022","Broome (BME / YBRM)","Derby (DRB / YDBY)",14:05:00,14:37:00
"259","Broome",-17.9472338,122.2323986,"FD607","07-07-2022","Broome (BME / YBRM)","Broome (BME / YBRM)",18:04:00,18:36:00
"260","Broome",-17.9472338,122.2323986,"FD629","18-07-2022","Broome (BME / YBRM)","Derby (DRB / YDBY)",12:14:00,12:46:00
"261","Broome",-17.9472338,122.2323986,"FD629","16-07-2022","Broome (BME / YBRM)","Fitzroy Crossing (FIZ / YFTZ)",17:05:00,17:38:00
"262","Broome",-17.9472338,122.2323986,"FD607","13-07-2022","Broome (BME / YBRM)","Jandakot (JAD / YPJT)",00:24:00,00:59:00
"263","Broome",-17.9472338,122.2323986,"FD609","10-07-2022","Broome (BME / YBRM)","Karratha (KTA / YPKA)",03:51:00,04:25:00
"264","Broome",-17.9472338,122.2323986,"FD607","10-07-2022","Broome (BME / YBRM)","Kununurra (KNX / YPKU)",18:39:00,19:13:00
"265","Broome",-17.9472338,122.2323986,"FD624J","06-07-2022","Broome (BME / YBRM)","Fitzroy Crossing (FIZ / YFTZ)",17:22:00,17:54:00
"266","Broome",-17.9472338,122.2323986,"FD607","11-07-2022","Broome (BME / YBRM)","Kununurra (KNX / YPKU)",17:24:00,17:58:00
"267","Broome",-17.9472338,122.2323986,"FD629","16-07-2022","Broome (BME / YBRM)","Derby (DRB / YDBY)",18:15:00,18:47:00
"268","Broome",-17.9472338,122.2323986,"FD629","16-07-2022","Broome (BME / YBRM)","Fitzroy Crossing (FIZ / YFTZ)",11:55:00,12:28:00
"269","Broome",-17.9472338,122.2323986,"FD624J","08-07-2022","Broome (BME / YBRM)","Jandakot (JAD / YPJT)",08:18:00,08:52:00
"270","Broome",-17.9472338,122.2323986,"FD630J","12-07-2022","Broome (BME / YBRM)","Karratha (KTA / YPKA)",11:37:00,12:10:00
"271","Broome",-17.9472338,122.2323986,"FD624J","07-07-2022","Broome (BME / YBRM)","Broome (BME / YBRM)",05:12:00,05:44:00
"272","Broome",-17.9472338,122.2323986,"FD607","05-07-2022","Broome (BME / YBRM)","Mount Barnet (YBAN)",21:14:00,21:47:00
"273","Broome",-17.9472338,122.2323986,"FD607","12-07-2022","Broome (BME / YBRM)","Kalumburu (UBU / YKAL)",11:29:00,12:02:00
"274","Broome",-17.9472338,122.2323986,"FD609","17-07-2022","Broome (BME / YBRM)","Broome (BME / YBRM)",08:56:00,09:30:00
"275","Bundaberg",-24.8955752,152.3197715,"FD449","14-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",15:51:00,16:27:00
"276","Bundaberg",-24.8955752,152.3197715,"FD425","14-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",15:44:00,16:20:00
"277","Bundaberg",-24.8955752,152.3197715,"FD449","13-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",09:57:00,10:32:00
"278","Bundaberg",-24.8955752,152.3197715,"FD425","14-07-2022","Bundaberg (BDB / YBUD)","Moura (YMOU)",08:05:00,08:40:00
"279","Bundaberg",-24.8955752,152.3197715,"FD425","06-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",15:55:00,16:31:00
"280","Bundaberg",-24.8955752,152.3197715,"FD425","10-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",14:15:00,14:51:00
"281","Bundaberg",-24.8955752,152.3197715,"FD478","04-07-2022","Bundaberg (BDB / YBUD)","Rockhampton (ROK / YBRK)",13:25:00,14:01:00
"282","Bundaberg",-24.8955752,152.3197715,"FD478","05-07-2022","Bundaberg (BDB / YBUD)","Longreach (YLRE)",00:28:00,01:04:00
"283","Bundaberg",-24.8955752,152.3197715,"FD478","04-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",22:24:00,22:59:00
"284","Bundaberg",-24.8955752,152.3197715,"FD425","11-07-2022","Bundaberg (BDB / YBUD)","Kingaroy (KGY / YKRY)",12:51:00,13:26:00
"285","Bundaberg",-24.8955752,152.3197715,"FD425","09-07-2022","Bundaberg (BDB / YBUD)","Gladstone (GLT / YGLA)",20:39:00,21:14:00
"286","Bundaberg",-24.8955752,152.3197715,"FD478","06-07-2022","Bundaberg (BDB / YBUD)","Emerald (EMD / YEML)",10:42:00,11:18:00
"287","Bundaberg",-24.8955752,152.3197715,"FD425","17-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",13:47:00,14:22:00
"288","Bundaberg",-24.8955752,152.3197715,"FD425","15-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",08:39:00,09:14:00
"289","Bundaberg",-24.8955752,152.3197715,"FD425","07-07-2022","Bundaberg (BDB / YBUD)","Maryborough (MBH / YMYB)",10:50:00,11:25:00
"290","Bundaberg",-24.8955752,152.3197715,"FD425","15-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",10:33:00,11:09:00
"291","Bundaberg",-24.8955752,152.3197715,"FD425","10-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",21:04:00,21:39:00
"292","Bundaberg",-24.8955752,152.3197715,"FD425","07-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",01:35:00,02:11:00
"293","Bundaberg",-24.8955752,152.3197715,"FD467","13-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",12:17:00,12:52:00
"294","Bundaberg",-24.8955752,152.3197715,"FD425","17-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",13:50:00,14:26:00
"295","Bundaberg",-24.8955752,152.3197715,"FD425","16-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",19:19:00,19:54:00
"296","Bundaberg",-24.8955752,152.3197715,"FD425","09-07-2022","Bundaberg (BDB / YBUD)","Dalby (DBY / YDAY)",21:17:00,21:53:00
"297","Bundaberg",-24.8955752,152.3197715,"FD425","11-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",22:50:00,23:25:00
"298","Bundaberg",-24.8955752,152.3197715,"FD478","03-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",16:54:00,17:29:00
"299","Bundaberg",-24.8955752,152.3197715,"FD425","07-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",01:22:00,01:58:00
"300","Bundaberg",-24.8955752,152.3197715,"FD425","14-07-2022","Bundaberg (BDB / YBUD)","Maroochydore/Sunshine Coast (MCY / YBSU)",16:06:00,16:41:00
"301","Bundaberg",-24.8955752,152.3197715,"FD425","12-07-2022","Bundaberg (BDB / YBUD)","Gladstone (GLT / YGLA)",08:06:00,08:41:00
"302","Bundaberg",-24.8955752,152.3197715,"FD425","08-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",12:00:00,12:36:00
"303","Bundaberg",-24.8955752,152.3197715,"FD449","11-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",01:18:00,01:54:00
"304","Bundaberg",-24.8955752,152.3197715,"FD425","16-07-2022","Bundaberg (BDB / YBUD)","Rockhampton (ROK / YBRK)",14:45:00,15:20:00
"305","Bundaberg",-24.8955752,152.3197715,"FD489","07-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",00:09:00,00:44:00
"306","Bundaberg",-24.8955752,152.3197715,"FD456","15-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",16:08:00,16:44:00
"307","Bundaberg",-24.8955752,152.3197715,"FD467","10-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",19:02:00,19:38:00
"308","Bundaberg",-24.8955752,152.3197715,"FD427","13-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",21:34:00,22:10:00
"309","Bundaberg",-24.8955752,152.3197715,"FD449","08-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",14:45:00,15:20:00
"310","Bundaberg",-24.8955752,152.3197715,"FD478","04-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",18:54:00,19:29:00
"311","Bundaberg",-24.8955752,152.3197715,"FD425","08-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",23:35:00,00:11:00
"312","Bundaberg",-24.8955752,152.3197715,"FD425","13-07-2022","Bundaberg (BDB / YBUD)","Monto (YMTO)",19:27:00,20:02:00
"313","Bundaberg",-24.8955752,152.3197715,"FD425","15-07-2022","Bundaberg (BDB / YBUD)","Gayndah (GAH / YGAY)",19:00:00,19:35:00
"314","Bundaberg",-24.8955752,152.3197715,"FD425","12-07-2022","Bundaberg (BDB / YBUD)","Hervey Bay (HVB / YHBA)",22:57:00,23:32:00
"315","Bundaberg",-24.8955752,152.3197715,"FD425","15-07-2022","Bundaberg (BDB / YBUD)","Bundaberg (BDB / YBUD)",23:11:00,23:46:00
"316","Bundaberg",-24.8955752,152.3197715,"FD425","05-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",22:38:00,23:14:00
"317","Bundaberg",-24.8955752,152.3197715,"FD427","13-07-2022","Bundaberg (BDB / YBUD)","Brisbane (BNE / YBBN)",13:51:00,14:26:00
"318","Cairns",-16.8818417,145.7480658,"FD489","16-07-2022","Cairns (CNS / YBCS)","Horn Island (YHID)",21:16:00,21:53:00
"319","Cairns",-16.8818417,145.7480658,"FD423","13-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",21:31:00,22:08:00
"320","Cairns",-16.8818417,145.7480658,"FD423","15-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",21:37:00,22:14:00
"321","Cairns",-16.8818417,145.7480658,"FD423","07-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",12:04:00,12:41:00
"322","Cairns",-16.8818417,145.7480658,"FD423","15-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",19:40:00,20:17:00
"323","Cairns",-16.8818417,145.7480658,"FD489","16-07-2022","Cairns (CNS / YBCS)","Weipa (WEI / YBWP)",10:48:00,11:25:00
"324","Cairns",-16.8818417,145.7480658,"FD423","10-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",01:20:00,01:57:00
"325","Cairns",-16.8818417,145.7480658,"FD423","18-07-2022","Cairns (CNS / YBCS)","Weipa (WEI / YBWP)",07:06:00,07:43:00
"326","Cairns",-16.8818417,145.7480658,"FD489","18-07-2022","Cairns (CNS / YBCS)","Northern Peninsula (ABM / YNPE)",20:05:00,20:42:00
"327","Cairns",-16.8818417,145.7480658,"FD489","18-07-2022","Cairns (CNS / YBCS)","Aurukun (AUU / YAUR)",18:59:00,19:36:00
"328","Cairns",-16.8818417,145.7480658,"FD489","11-07-2022","Cairns (CNS / YBCS)","Croydon (YCRY)",17:55:00,18:32:00
"329","Cairns",-16.8818417,145.7480658,"FD489","17-07-2022","Cairns (CNS / YBCS)","Skardon River (YSKR)",13:28:00,14:05:00
"330","Cairns",-16.8818417,145.7480658,"FD423","17-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",16:01:00,16:38:00
"331","Cairns",-16.8818417,145.7480658,"FD489","15-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",10:06:00,10:43:00
"332","Cairns",-16.8818417,145.7480658,"FD423","12-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",20:40:00,21:17:00
"333","Cairns",-16.8818417,145.7480658,"FD480","07-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",13:33:00,14:10:00
"334","Cairns",-16.8818417,145.7480658,"FD423","12-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",11:00:00,11:37:00
"335","Cairns",-16.8818417,145.7480658,"FD423","13-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",07:17:00,07:54:00
"336","Cairns",-16.8818417,145.7480658,"FD489","11-07-2022","Cairns (CNS / YBCS)","Pormpuraaw (EDR / YPMP)",14:28:00,15:05:00
"337","Cairns",-16.8818417,145.7480658,"FD480","09-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",15:28:00,16:05:00
"338","Cairns",-16.8818417,145.7480658,"FD423","15-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",22:40:00,23:17:00
"339","Cairns",-16.8818417,145.7480658,"FD423","18-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",21:42:00,22:19:00
"340","Cairns",-16.8818417,145.7480658,"FD489","17-07-2022","Cairns (CNS / YBCS)","Kowanyama (KWM / YKOW)",17:55:00,18:32:00
"341","Cairns",-16.8818417,145.7480658,"FD480","10-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",20:39:00,21:16:00
"342","Cairns",-16.8818417,145.7480658,"FD489","15-07-2022","Cairns (CNS / YBCS)","Kowanyama (KWM / YKOW)",11:34:00,12:11:00
"343","Cairns",-16.8818417,145.7480658,"FD480","06-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",14:03:00,14:39:00
"344","Cairns",-16.8818417,145.7480658,"FD423","18-07-2022","Cairns (CNS / YBCS)","Townsville (TSV / YBTL)",16:07:00,16:44:00
"345","Cairns",-16.8818417,145.7480658,"FD480","11-07-2022","Cairns (CNS / YBCS)","Brisbane (BNE / YBBN)",12:28:00,13:05:00
"346","Charleville",-26.4182437,146.2572261,"FD493","10-07-2022","Charleville (CTL / YBCV)","Toowoomba (YTWB)",01:19:00,01:58:00
"347","Charleville",-26.4182437,146.2572261,"FD493","15-07-2022","Charleville (CTL / YBCV)","Yowah (YYWA)",21:28:00,22:07:00
"348","Charleville",-26.4182437,146.2572261,"FD493","08-07-2022","Charleville (CTL / YBCV)","Eulo (YEUO)",20:50:00,21:29:00
"349","Charleville",-26.4182437,146.2572261,"FD493","17-07-2022","Charleville (CTL / YBCV)","Brisbane (BNE / YBBN)",06:10:00,06:49:00
"350","Charleville",-26.4182437,146.2572261,"FD493","15-07-2022","Charleville (CTL / YBCV)","Birdsville (BVI / YBDV)",19:40:00,20:19:00
"351","Charleville",-26.4182437,146.2572261,"FD493","14-07-2022","Charleville (CTL / YBCV)","Thargomindah (XTG / YTGM)",15:30:00,16:09:00
"352","Charleville",-26.4182437,146.2572261,"FD493","08-07-2022","Charleville (CTL / YBCV)","Toowoomba (YTWB)",14:36:00,15:15:00
"353","Charleville",-26.4182437,146.2572261,"FD493","16-07-2022","Charleville (CTL / YBCV)","Blackall (BKQ / YBCK)",20:15:00,20:54:00
"354","Charleville",-26.4182437,146.2572261,"FD493","05-07-2022","Charleville (CTL / YBCV)","Jundah (JUN / YJDA)",08:43:00,09:22:00
"355","Charleville",-26.4182437,146.2572261,"FD493","13-07-2022","Charleville (CTL / YBCV)","Saint George (SGO / YSGE)",00:17:00,00:56:00
"356","Charleville",-26.4182437,146.2572261,"FD493","14-07-2022","Charleville (CTL / YBCV)","Thargomindah (XTG / YTGM)",13:35:00,14:14:00
"357","Charleville",-26.4182437,146.2572261,"FD493","04-07-2022","Charleville (CTL / YBCV)","Dirranbandi (DRN / YDBI)",14:02:00,14:41:00
"358","Charleville",-26.4182437,146.2572261,"FD493","07-07-2022","Charleville (CTL / YBCV)","Birdsville (BVI / YBDV)",00:19:00,00:58:00
"359","Charleville",-26.4182437,146.2572261,"FD493","09-07-2022","Charleville (CTL / YBCV)","Cunnamulla (CMA / YCMU)",19:30:00,20:08:00
