"","Location","Latitude","Longitude","AircraftId","Date","Origin","Destination","DepartureAEST","ArrivalAEST"
"360","Charleville",-26.4182437,146.2572261,"FD493","14-07-2022","Charleville (CTL / YBCV)","Miles Airport (WLE / YMLS)",15:35:00,16:14:00
"361","Charleville",-26.4182437,146.2572261,"FD427","14-07-2022","Charleville (CTL / YBCV)","Wellcamp Airport (WTB / YBWW)",16:31:00,17:10:00
"362","Charleville",-26.4182437,146.2572261,"FD493","10-07-2022","Charleville (CTL / YBCV)","Cunnamulla (CMA / YCMU)",18:35:00,19:13:00
"363","Charleville",-26.4182437,146.2572261,"FD493","17-07-2022","Charleville (CTL / YBCV)","Roma (RMA / YROM)",22:24:00,23:02:00
"364","Charleville",-26.4182437,146.2572261,"FD493","07-07-2022","Charleville (CTL / YBCV)","Thargomindah (XTG / YTGM)",14:03:00,14:42:00
"365","Charleville",-26.4182437,146.2572261,"FD493","12-07-2022","Charleville (CTL / YBCV)","Windorah (WNR / YWDH)",12:56:00,13:35:00
"366","Charleville",-26.4182437,146.2572261,"FD493","11-07-2022","Charleville (CTL / YBCV)","Toowoomba (YTWB)",10:55:00,11:34:00
"367","Darwin",-12.409959,130.8843271,"FD849","18-07-2022","Darwin (DRW / YPDN)","Tennant Creek (TCA / YTNK)",20:20:00,21:00:00
"368","Darwin",-12.409959,130.8843271,"FD874","05-07-2022","Darwin (DRW / YPDN)","Kalkgurung (KFG / YKKG)",16:39:00,17:19:00
"369","Darwin",-12.409959,130.8843271,"FD874","08-07-2022","Darwin (DRW / YPDN)","Elcho Island (ELC / YELD)",16:39:00,17:19:00
"370","Darwin",-12.409959,130.8843271,"FD874","06-07-2022","Darwin (DRW / YPDN)","Snake Bay (SNB / YSNK)",17:46:00,18:26:00
"371","Darwin",-12.409959,130.8843271,"FD874","05-07-2022","Darwin (DRW / YPDN)","Snake Bay (SNB / YSNK)",07:36:00,08:16:00
"372","Darwin",-12.409959,130.8843271,"FD874","11-07-2022","Darwin (DRW / YPDN)","Darwin (DRW / YPDN)",07:40:00,08:21:00
"373","Darwin",-12.409959,130.8843271,"FD607","05-07-2022","Darwin (DRW / YPDN)","Broome (BME / YBRM)",13:53:00,14:34:00
"374","Darwin",-12.409959,130.8843271,"FD874","13-07-2022","Darwin (DRW / YPDN)","RAAF Tindal (KTR / YPTN)",15:15:00,15:55:00
"375","Darwin",-12.409959,130.8843271,"FD874","14-07-2022","Darwin (DRW / YPDN)","Bathurst Island (BRT / YBTI)",16:22:00,17:02:00
"376","Darwin",-12.409959,130.8843271,"FD874","15-07-2022","Darwin (DRW / YPDN)","Maningrida (MNG / YMGD)",18:04:00,18:44:00
"377","Darwin",-12.409959,130.8843271,"FD874","12-07-2022","Darwin (DRW / YPDN)","Garden Point (GPN / YGPT)",11:56:00,12:36:00
"378","Dubbo",-32.21630507,148.5713217,"FD211","11-07-2022","Dubbo (DBO / YSDU)","Bourke (BRK / YBKE)",20:18:00,21:00:00
"379","Dubbo",-32.21630507,148.5713217,"FD213","06-07-2022","Dubbo (DBO / YSDU)","Broken Hill (BHQ / YBHI)",15:03:00,15:45:00
"380","Dubbo",-32.21630507,148.5713217,"FD213","16-07-2022","Dubbo (DBO / YSDU)","Bankstown (BWU / YSBK)",08:22:00,09:03:00
"381","Dubbo",-32.21630507,148.5713217,"FD213","14-07-2022","Dubbo (DBO / YSDU)","Bankstown (BWU / YSBK)",23:49:00,00:31:00
"382","Dubbo",-32.21630507,148.5713217,"FD213","07-07-2022","Dubbo (DBO / YSDU)","Brewarrina (BWQ / YBRW)",09:05:00,09:46:00
"383","Dubbo",-32.21630507,148.5713217,"FD213","16-07-2022","Dubbo (DBO / YSDU)","Walgett (WGE / YWLG)",08:18:00,08:59:00
"384","Dubbo",-32.21630507,148.5713217,"FD213","17-07-2022","Dubbo (DBO / YSDU)","Wagga Wagga (WGA / YSWG)",10:12:00,10:54:00
"385","Dubbo",-32.21630507,148.5713217,"FD211","07-07-2022","Dubbo (DBO / YSDU)","Bourke (BRK / YBKE)",17:27:00,18:09:00
"386","Dubbo",-32.21630507,148.5713217,"FD211","14-07-2022","Dubbo (DBO / YSDU)","Brewarrina (BWQ / YBRW)",19:34:00,20:15:00
"387","Dubbo",-32.21630507,148.5713217,"FD211","05-07-2022","Dubbo (DBO / YSDU)","Lightning Ridge (LHG / YLRD)",10:00:00,10:41:00
"388","Dubbo",-32.21630507,148.5713217,"FD211","08-07-2022","Dubbo (DBO / YSDU)","Collarenebri (CRB / YCBR)",08:11:00,08:52:00
"389","Dubbo",-32.21630507,148.5713217,"FD211","13-07-2022","Dubbo (DBO / YSDU)","Collarenebri (CRB / YCBR)",19:12:00,19:53:00
"390","Dubbo",-32.21630507,148.5713217,"FD213","13-07-2022","Dubbo (DBO / YSDU)","Sydney (SYD / YSSY)",04:17:00,04:59:00
"391","Dubbo",-32.21630507,148.5713217,"FD213","08-07-2022","Dubbo (DBO / YSDU)","Coonamble (CNB / YCNM)",16:06:00,16:47:00
"392","Dubbo",-32.21630507,148.5713217,"FD211","18-07-2022","Dubbo (DBO / YSDU)","Lightning Ridge (LHG / YLRD)",11:21:00,12:02:00
"393","Dubbo",-32.21630507,148.5713217,"FD213","12-07-2022","Dubbo (DBO / YSDU)","Mudgee (DGE / YMDG)",13:29:00,14:10:00
"394","Dubbo",-32.21630507,148.5713217,"FD211","12-07-2022","Dubbo (DBO / YSDU)","Lightning Ridge (LHG / YLRD)",18:08:00,18:49:00
"395","Dubbo",-32.21630507,148.5713217,"FD211","06-07-2022","Dubbo (DBO / YSDU)","Bourke (BRK / YBKE)",17:20:00,18:01:00
"396","Essendon",-37.755348,144.917298,"FD596","07-07-2022","Essendon (MEB / YMEN)","Adelaide (ADL / YPAD)",11:42:00,12:25:00
"397","Essendon",-37.755348,144.917298,"AM273","18-07-2022","Essendon (MEB / YMEN)","Sydney (SYD / YSSY)",14:42:00,15:25:00
"398","Jandakot",-32.093375,115.879601,"FD602","08-07-2022","Jandakot (JAD / YPJT)","Jandakot (JAD / YPJT)",15:24:00,16:10:00
"399","Jandakot",-32.093375,115.879601,"FD624J","05-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",19:21:00,20:10:00
"400","Jandakot",-32.093375,115.879601,"FD602","10-07-2022","Jandakot (JAD / YPJT)","Busselton Regional (BQB / YBLN)",10:51:00,11:37:00
"401","Jandakot",-32.093375,115.879601,"FD617","07-07-2022","Jandakot (JAD / YPJT)","Bunbury (BUY / YBUN)",12:22:00,13:08:00
"402","Jandakot",-32.093375,115.879601,"FD601","05-07-2022","Jandakot (JAD / YPJT)","Narrogin (YNRG)",10:52:00,11:38:00
"403","Jandakot",-32.093375,115.879601,"FD601","07-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",15:45:00,16:32:00
"404","Jandakot",-32.093375,115.879601,"FD602","05-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",12:48:00,13:35:00
"405","Jandakot",-32.093375,115.879601,"FD601","14-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",22:12:00,22:59:00
"406","Jandakot",-32.093375,115.879601,"FD601","06-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",18:41:00,19:28:00
"407","Jandakot",-32.093375,115.879601,"FD617","06-07-2022","Jandakot (JAD / YPJT)","Carnarvon (CVQ / YCAR)",10:02:00,10:50:00
"408","Jandakot",-32.093375,115.879601,"FD607","16-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",15:54:00,16:41:00
"409","Jandakot",-32.093375,115.879601,"FD607","18-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",13:42:00,14:29:00
"410","Jandakot",-32.093375,115.879601,"FD624J","16-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",13:24:00,14:12:00
"411","Jandakot",-32.093375,115.879601,"FD602","09-07-2022","Jandakot (JAD / YPJT)","Albany (ALH / YABA)",20:26:00,21:12:00
"412","Jandakot",-32.093375,115.879601,"FD602","08-07-2022","Jandakot (JAD / YPJT)","Busselton Regional (BQB / YBLN)",13:36:00,14:22:00
"413","Jandakot",-32.093375,115.879601,"FD617","08-07-2022","Jandakot (JAD / YPJT)","Albany (ALH / YABA)",21:09:00,21:56:00
"414","Jandakot",-32.093375,115.879601,"FD624J","08-07-2022","Jandakot (JAD / YPJT)","Newman (ZNE / YNWN)",18:31:00,19:19:00
"415","Jandakot",-32.093375,115.879601,"FD630J","07-07-2022","Jandakot (JAD / YPJT)","Carnarvon (CVQ / YCAR)",18:11:00,18:59:00
"416","Jandakot",-32.093375,115.879601,"FD602","15-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",15:53:00,16:41:00
"417","Jandakot",-32.093375,115.879601,"FD602","06-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",22:23:00,23:10:00
"418","Jandakot",-32.093375,115.879601,"FD629","05-07-2022","Jandakot (JAD / YPJT)","Leinster (LER / YLST)",08:39:00,09:27:00
"419","Jandakot",-32.093375,115.879601,"FD608","11-07-2022","Jandakot (JAD / YPJT)","Paraburdoo (YPBO)",14:37:00,15:25:00
"420","Jandakot",-32.093375,115.879601,"FD608","06-07-2022","Jandakot (JAD / YPJT)","Carnarvon (CVQ / YCAR)",10:07:00,10:55:00
"421","Jandakot",-32.093375,115.879601,"FD624J","17-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",13:29:00,14:18:00
"422","Jandakot",-32.093375,115.879601,"FD619","16-07-2022","Jandakot (JAD / YPJT)","Jandakot (JAD / YPJT)",10:24:00,11:10:00
"423","Jandakot",-32.093375,115.879601,"FD602","17-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",14:04:00,14:52:00
"424","Jandakot",-32.093375,115.879601,"FD608","13-07-2022","Jandakot (JAD / YPJT)","Port Hedland (PHE / YPPD)",16:10:00,16:59:00
"425","Jandakot",-32.093375,115.879601,"FD630J","06-07-2022","Jandakot (JAD / YPJT)","Busselton Regional (BQB / YBLN)",18:13:00,19:00:00
"426","Jandakot",-32.093375,115.879601,"FD624J","06-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",09:08:00,09:57:00
"427","Jandakot",-32.093375,115.879601,"FD602","10-07-2022","Jandakot (JAD / YPJT)","Rottnest Island (RTS / YRTI)",17:17:00,18:03:00
"428","Jandakot",-32.093375,115.879601,"FD617","09-07-2022","Jandakot (JAD / YPJT)","Narrogin (YNRG)",15:45:00,16:31:00
"429","Jandakot",-32.093375,115.879601,"FD602","09-07-2022","Jandakot (JAD / YPJT)","Shark Bay (MJK / YSHK)",10:51:00,11:39:00
"430","Jandakot",-32.093375,115.879601,"FD602","18-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",13:43:00,14:30:00
"431","Jandakot",-32.093375,115.879601,"FD608","08-07-2022","Jandakot (JAD / YPJT)","Jandakot (JAD / YPJT)",21:23:00,22:09:00
"432","Jandakot",-32.093375,115.879601,"FD617","06-07-2022","Jandakot (JAD / YPJT)","Jurien Bay (YJUR)",22:21:00,23:07:00
"433","Jandakot",-32.093375,115.879601,"FD602","08-07-2022","Jandakot (JAD / YPJT)","Merredin (YMDN)",17:55:00,18:41:00
"434","Jandakot",-32.093375,115.879601,"FD630J","16-07-2022","Jandakot (JAD / YPJT)","Newman (ZNE / YNWN)",10:01:00,10:49:00
"435","Jandakot",-32.093375,115.879601,"FD619","08-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",10:11:00,10:59:00
"436","Jandakot",-32.093375,115.879601,"FD602","11-07-2022","Jandakot (JAD / YPJT)","Morawa (MWB / YMRW)",07:25:00,08:11:00
"437","Jandakot",-32.093375,115.879601,"FD608","17-07-2022","Jandakot (JAD / YPJT)","Port Hedland (PHE / YPPD)",19:47:00,20:36:00
"438","Jandakot",-32.093375,115.879601,"FD617","04-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",21:22:00,22:10:00
"439","Jandakot",-32.093375,115.879601,"FD629","14-07-2022","Jandakot (JAD / YPJT)","Bunbury (BUY / YBUN)",08:26:00,09:12:00
"440","Jandakot",-32.093375,115.879601,"FD624J","13-07-2022","Jandakot (JAD / YPJT)","Paraburdoo (YPBO)",09:54:00,10:42:00
"441","Jandakot",-32.093375,115.879601,"FD619","15-07-2022","Jandakot (JAD / YPJT)","Wiluna (WUN / YWLU)",19:00:00,19:48:00
"442","Jandakot",-32.093375,115.879601,"FD630J","14-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",17:30:00,18:19:00
"443","Jandakot",-32.093375,115.879601,"FD624J","15-07-2022","Jandakot (JAD / YPJT)","Geraldton (GET / YGEL)",23:42:00,00:28:00
"444","Jandakot",-32.093375,115.879601,"FD617","08-07-2022","Jandakot (JAD / YPJT)","Mount James (YMJE)",14:57:00,15:45:00
"445","Jandakot",-32.093375,115.879601,"FD630J","15-07-2022","Jandakot (JAD / YPJT)","Derby (DRB / YDBY)",08:43:00,09:32:00
"446","Jandakot",-32.093375,115.879601,"FD619","06-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",22:11:00,22:59:00
"447","Jandakot",-32.093375,115.879601,"FD602","17-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",15:52:00,16:40:00
"448","Jandakot",-32.093375,115.879601,"FD617","06-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",21:07:00,21:55:00
"449","Jandakot",-32.093375,115.879601,"FD617","06-07-2022","Jandakot (JAD / YPJT)","Wyalkatchem (YWKM)",11:44:00,12:30:00
"450","Jandakot",-32.093375,115.879601,"FD619","10-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",17:28:00,18:16:00
"451","Jandakot",-32.093375,115.879601,"FD624J","07-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",11:21:00,12:10:00
"452","Jandakot",-32.093375,115.879601,"FD619","12-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",01:22:00,02:10:00
"453","Jandakot",-32.093375,115.879601,"FD624J","18-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",13:11:00,14:00:00
"454","Jandakot",-32.093375,115.879601,"FD608","14-07-2022","Jandakot (JAD / YPJT)","Port Hedland (PHE / YPPD)",20:14:00,21:03:00
"455","Jandakot",-32.093375,115.879601,"FD629","12-07-2022","Jandakot (JAD / YPJT)","Albany (ALH / YABA)",01:33:00,02:20:00
"456","Jandakot",-32.093375,115.879601,"FD612","18-07-2022","Jandakot (JAD / YPJT)","Boolgeeda (OCM / YBGD)",13:15:00,14:04:00
"457","Jandakot",-32.093375,115.879601,"FD619","13-07-2022","Jandakot (JAD / YPJT)","Jandakot (JAD / YPJT)",13:13:00,13:59:00
"458","Jandakot",-32.093375,115.879601,"FD602","13-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",16:49:00,17:37:00
"459","Jandakot",-32.093375,115.879601,"FD601","07-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",11:44:00,12:31:00
"460","Jandakot",-32.093375,115.879601,"FD607","18-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",22:19:00,23:06:00
"461","Jandakot",-32.093375,115.879601,"FD602","11-07-2022","Jandakot (JAD / YPJT)","Merredin (YMDN)",10:51:00,11:37:00
"462","Jandakot",-32.093375,115.879601,"FD617","04-07-2022","Jandakot (JAD / YPJT)","Jandakot (JAD / YPJT)",02:01:00,02:47:00
"463","Jandakot",-32.093375,115.879601,"FD624J","17-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",13:57:00,14:46:00
"464","Jandakot",-32.093375,115.879601,"FD629","05-07-2022","Jandakot (JAD / YPJT)","Ravensthorpe (RVT / YNRV)",03:14:00,04:01:00
"465","Jandakot",-32.093375,115.879601,"FD630J","04-07-2022","Jandakot (JAD / YPJT)","Paraburdoo (YPBO)",18:59:00,19:47:00
"466","Jandakot",-32.093375,115.879601,"FD630J","05-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",15:34:00,16:23:00
"467","Jandakot",-32.093375,115.879601,"FD630J","12-07-2022","Jandakot (JAD / YPJT)","Esperance (EPR / YESP)",23:26:00,00:13:00
"468","Jandakot",-32.093375,115.879601,"FD624J","09-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",22:18:00,23:07:00
"469","Jandakot",-32.093375,115.879601,"FD619","16-07-2022","Jandakot (JAD / YPJT)","Esperance (EPR / YESP)",12:48:00,13:35:00
"470","Jandakot",-32.093375,115.879601,"FD630J","11-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",10:13:00,11:02:00
"471","Jandakot",-32.093375,115.879601,"FD602","10-07-2022","Jandakot (JAD / YPJT)","Geraldton (GET / YGEL)",16:17:00,17:04:00
"472","Jandakot",-32.093375,115.879601,"FD619","09-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",15:02:00,15:50:00
"473","Jandakot",-32.093375,115.879601,"FD630J","14-07-2022","Jandakot (JAD / YPJT)","Geraldton (GET / YGEL)",12:22:00,13:08:00
"474","Jandakot",-32.093375,115.879601,"FD601","14-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",00:57:00,01:44:00
"475","Jandakot",-32.093375,115.879601,"FD629","14-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",17:22:00,18:10:00
"476","Jandakot",-32.093375,115.879601,"FD608","07-07-2022","Jandakot (JAD / YPJT)","Geraldton (GET / YGEL)",08:17:00,09:04:00
"477","Jandakot",-32.093375,115.879601,"FD630J","17-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",13:56:00,14:42:00
"478","Jandakot",-32.093375,115.879601,"FD624J","16-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",10:55:00,11:44:00
"479","Jandakot",-32.093375,115.879601,"FD602","10-07-2022","Jandakot (JAD / YPJT)","Carnarvon (CVQ / YCAR)",16:16:00,17:04:00
"480","Jandakot",-32.093375,115.879601,"FD629","13-07-2022","Jandakot (JAD / YPJT)","Shark Bay (MJK / YSHK)",15:01:00,15:49:00
"481","Jandakot",-32.093375,115.879601,"FD602","08-07-2022","Jandakot (JAD / YPJT)","Manjimup (MJP / YMJM)",08:15:00,09:01:00
"482","Jandakot",-32.093375,115.879601,"FD619","15-07-2022","Jandakot (JAD / YPJT)","Carnarvon (CVQ / YCAR)",18:23:00,19:11:00
"483","Jandakot",-32.093375,115.879601,"FD601","08-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",12:25:00,13:12:00
"484","Jandakot",-32.093375,115.879601,"FD623","14-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",11:56:00,12:45:00
"485","Jandakot",-32.093375,115.879601,"FD602","11-07-2022","Jandakot (JAD / YPJT)","Busselton Regional (BQB / YBLN)",15:23:00,16:09:00
"486","Jandakot",-32.093375,115.879601,"FD619","17-07-2022","Jandakot (JAD / YPJT)","Carnarvon (CVQ / YCAR)",18:38:00,19:26:00
"487","Jandakot",-32.093375,115.879601,"FD602","04-07-2022","Jandakot (JAD / YPJT)","Kalgoorlie-Boulder (KGI / YPKG)",09:00:00,09:47:00
"488","Jandakot",-32.093375,115.879601,"FD619","07-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",22:23:00,23:11:00
"489","Jandakot",-32.093375,115.879601,"FD629","13-07-2022","Jandakot (JAD / YPJT)","Carnarvon (CVQ / YCAR)",02:42:00,03:30:00
"490","Jandakot",-32.093375,115.879601,"FD630J","10-07-2022","Jandakot (JAD / YPJT)","Karratha (KTA / YPKA)",07:15:00,08:03:00
"491","Jandakot",-32.093375,115.879601,"FD629","15-07-2022","Jandakot (JAD / YPJT)","Broome (BME / YBRM)",12:20:00,13:09:00
"492","Jandakot",-32.093375,115.879601,"FD619","11-07-2022","Jandakot (JAD / YPJT)","Meekatharra (MKR / YMEK)",10:08:00,10:56:00
"493","Jandakot",-32.093375,115.879601,"FD629","04-07-2022","Jandakot (JAD / YPJT)","Geraldton (GET / YGEL)",18:06:00,18:53:00
"494","Longreach",-23.4377341,144.2741776,"FD478","05-07-2022","Longreach (YLRE)","Roma (RMA / YROM)",00:43:00,01:38:00
"495","Longreach",-23.4377341,144.2741776,"FD456","11-07-2022","Longreach (YLRE)","Roma (RMA / YROM)",13:15:00,14:10:00
"496","Longreach",-23.4377341,144.2741776,"FD456","10-07-2022","Longreach (YLRE)","Taroom (XTO / YTAM)",17:20:00,18:15:00
"497","Longreach",-23.4377341,144.2741776,"FD480","11-07-2022","Longreach (YLRE)","Townsville (TSV / YBTL)",19:00:00,19:54:00
"498","Longreach",-23.4377341,144.2741776,"FD456","08-07-2022","Longreach (YLRE)","Toowoomba (YTWB)",09:54:00,10:49:00
"499","Longreach",-23.4377341,144.2741776,"FD456","14-07-2022","Longreach (YLRE)","Rockhampton (ROK / YBRK)",21:05:00,22:00:00
"500","Longreach",-23.4377341,144.2741776,"FD478","13-07-2022","Longreach (YLRE)","Brisbane (BNE / YBBN)",11:41:00,12:36:00
"501","Longreach",-23.4377341,144.2741776,"FD456","09-07-2022","Longreach (YLRE)","Rockhampton (ROK / YBRK)",21:22:00,22:17:00
"502","Marla",-27.32676353,133.629498,"FD849","10-07-2022","Marla (YALA)","Alice Springs (ASP / YBAS)",11:37:00,12:33:00
"503","Marla",-27.32676353,133.629498,"FD543","12-07-2022","Marla (YALA)","Oodnadatta (YOOD)",09:52:00,10:48:00
"504","Marla",-27.32676353,133.629498,"FD543","12-07-2022","Marla (YALA)","Cadney Hs (YCDH)",07:27:00,08:23:00
"505","Marree",-29.65791918,138.0702246,"FD543","14-07-2022","Marree (YMRE)","Port Augusta (PUG / YPAG)",23:12:00,00:08:00
"506","Marree",-29.65791918,138.0702246,"FD543","14-07-2022","Marree (YMRE)","Ernabella (ERB / YERN)",15:12:00,16:08:00
"507","Meekatharra",-26.6110138,118.5459084,"FD617","06-07-2022","Meekatharra (MKR / YMEK)","Jandakot (JAD / YPJT)",11:59:00,12:57:00
"508","Meekatharra",-26.6110138,118.5459084,"FD629","15-07-2022","Meekatharra (MKR / YMEK)","Jandakot (JAD / YPJT)",06:13:00,07:11:00
"509","Meekatharra",-26.6110138,118.5459084,"FD629","05-07-2022","Meekatharra (MKR / YMEK)","Jandakot (JAD / YPJT)",01:19:00,02:17:00
"510","Meekatharra",-26.6110138,118.5459084,"FD602","17-07-2022","Meekatharra (MKR / YMEK)","Geraldton (GET / YGEL)",05:43:00,06:40:00
"511","Meekatharra",-26.6110138,118.5459084,"FD619","10-07-2022","Meekatharra (MKR / YMEK)","Jandakot (JAD / YPJT)",23:09:00,00:07:00
"512","Meekatharra",-26.6110138,118.5459084,"FD629","14-07-2022","Meekatharra (MKR / YMEK)","Broome (BME / YBRM)",13:51:00,14:49:00
"513","Meekatharra",-26.6110138,118.5459084,"FD619","15-07-2022","Meekatharra (MKR / YMEK)","Jandakot (JAD / YPJT)",10:45:00,11:42:00
"514","Meekatharra",-26.6110138,118.5459084,"FD619","05-07-2022","Meekatharra (MKR / YMEK)","Shark Bay (MJK / YSHK)",18:58:00,19:55:00
"515","Meekatharra",-26.6110138,118.5459084,"FD619","08-07-2022","Meekatharra (MKR / YMEK)","Geraldton (GET / YGEL)",17:05:00,18:02:00
"516","Meekatharra",-26.6110138,118.5459084,"FD619","12-07-2022","Meekatharra (MKR / YMEK)","Shark Bay (MJK / YSHK)",09:10:00,10:08:00
"517","Meekatharra",-26.6110138,118.5459084,"FD619","12-07-2022","Meekatharra (MKR / YMEK)","Newman (ZNE / YNWN)",20:53:00,21:50:00
"518","Meekatharra",-26.6110138,118.5459084,"FD602","16-07-2022","Meekatharra (MKR / YMEK)","Giles (YGLS)",11:36:00,12:34:00
"519","Meekatharra",-26.6110138,118.5459084,"FD619","07-07-2022","Meekatharra (MKR / YMEK)","Wiluna (WUN / YWLU)",11:40:00,12:37:00
"520","Meekatharra",-26.6110138,118.5459084,"FD619","09-07-2022","Meekatharra (MKR / YMEK)","Newman (ZNE / YNWN)",22:17:00,23:14:00
"521","Meekatharra",-26.6110138,118.5459084,"FD619","11-07-2022","Meekatharra (MKR / YMEK)","Geraldton (GET / YGEL)",13:56:00,14:53:00
"522","Meekatharra",-26.6110138,118.5459084,"FD602","15-07-2022","Meekatharra (MKR / YMEK)","Geraldton (GET / YGEL)",16:09:00,17:06:00
"523","Meekatharra",-26.6110138,118.5459084,"FD602","18-07-2022","Meekatharra (MKR / YMEK)","RAAF Learmonth (LEA / YPLM)",18:08:00,19:06:00
"524","Meekatharra",-26.6110138,118.5459084,"FD619","06-07-2022","Meekatharra (MKR / YMEK)","Carnarvon (CVQ / YCAR)",12:35:00,13:33:00
"525","Meekatharra",-26.6110138,118.5459084,"FD617","05-07-2022","Meekatharra (MKR / YMEK)","Newman (ZNE / YNWN)",09:42:00,10:39:00
"526","Meekatharra",-26.6110138,118.5459084,"FD617","04-07-2022","Meekatharra (MKR / YMEK)","Jandakot (JAD / YPJT)",14:46:00,15:44:00
"527","Meekatharra",-26.6110138,118.5459084,"FD619","13-07-2022","Meekatharra (MKR / YMEK)","Paraburdoo (YPBO)",00:39:00,01:36:00
"528","Meekatharra",-26.6110138,118.5459084,"FD607","18-07-2022","Meekatharra (MKR / YMEK)","Mount Keith (WME / YMNE)",18:44:00,19:41:00
"529","Richmond",-37.818751,145.0016709,"FD423","05-07-2022","Richmond (RCM / YRMD)","Townsville (TSV / YBTL)",09:38:00,11:00:00
"530","Rockhampton",-23.3728683,150.475548,"FD427","10-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",01:14:00,02:42:00
"531","Rockhampton",-23.3728683,150.475548,"FD489","08-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",19:13:00,20:40:00
"532","Rockhampton",-23.3728683,150.475548,"FD449","06-07-2022","Rockhampton (ROK / YBRK)","Gladstone (GLT / YGLA)",23:46:00,01:08:00
"533","Rockhampton",-23.3728683,150.475548,"FD449","09-07-2022","Rockhampton (ROK / YBRK)","Townsville (TSV / YBTL)",11:22:00,12:52:00
"534","Rockhampton",-23.3728683,150.475548,"FD449","15-07-2022","Rockhampton (ROK / YBRK)","Emerald (EMD / YEML)",21:52:00,23:15:00
"535","Rockhampton",-23.3728683,150.475548,"FD425","06-07-2022","Rockhampton (ROK / YBRK)","Hervey Bay (HVB / YHBA)",21:26:00,22:50:00
"536","Rockhampton",-23.3728683,150.475548,"FD456","11-07-2022","Rockhampton (ROK / YBRK)","Gayndah (GAH / YGAY)",13:26:00,14:51:00
"537","Rockhampton",-23.3728683,150.475548,"FD449","08-07-2022","Rockhampton (ROK / YBRK)","Blackall (BKQ / YBCK)",18:14:00,19:43:00
"538","Rockhampton",-23.3728683,150.475548,"FD449","11-07-2022","Rockhampton (ROK / YBRK)","Theodore (YTDR)",00:26:00,01:49:00
"539","Rockhampton",-23.3728683,150.475548,"FD456","14-07-2022","Rockhampton (ROK / YBRK)","Maroochydore/Sunshine Coast (MCY / YBSU)",13:00:00,14:28:00
"540","Rockhampton",-23.3728683,150.475548,"FD456","08-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",13:39:00,15:06:00
